Bird_ID	Trip_ID	min_Date	max_Date	min_Latitude	max_Latitude	min_Longitude	max_Longitude	track_dur	total_distance	max_Dcol	mean_Temperature	sd_Temperature	mean_Speed	sd_Speed
25_L93194	8	2023-08-28 05:08:47	2023-08-30 21:38:15	38.790705	39.4138317	-10.242775	-9.5029283	64.4911111111111	24784.98	87.25	22.9107611548556	1.30279646516445	16.0749711286089	19.5358244321529
25_L93194	9	2023-08-31 04:55:02	2023-08-31 20:17:51	39.411065	39.7467283	-9.5752	-9.0793733	15.3802777777778	3679.48	51.56	22.3804347826087	1.11771343615897	13.6685652173913	17.3360367001292
25_L93194	10	2023-09-01 04:09:07	2023-09-06 02:47:06	39.4138183	41.1621917	-9.63693	-8.710975	118.633055555556	100238.29	194.88	22.4051355206847	1.62258238273154	21.6612667617689	22.6617738948564
25_L93194	11	2023-09-06 04:50:28	2023-09-07 21:36:16	39.4089433	40.682725	-9.7656667	-8.8518717	40.7633333333333	27533.7	142.42	23.347280334728	0.979143280597576	19.7443347280335	20.5479330450851
3_L067776	1	2023-08-21 04:47:52	2023-08-21 20:45:49	39.2822783	39.4429167	-9.762325	-9.42406	15.9658333333333	1086.41	25.4	23.5789473684211	0.962918296708822	17.8766736842105	17.4858626582455
3_L067776	2	2023-08-22 04:45:42	2023-08-22 20:49:56	39.2495067	39.4213833	-9.6943733	-9.50493	16.0705555555556	789.84	24.55	23.6666666666667	1.00175284972384	10.0895416666667	16.0980409752352
3_L067776	3	2023-08-23 05:08:07	2023-08-23 20:32:56	39.2868717	39.48083	-9.7273883	-9.4865	15.4136111111111	1110.24	22.76	24.0869565217391	0.860004777817593	9.66260869565217	15.769393635312
3_L067776	4	2023-08-24 05:03:53	2023-08-24 21:07:49	39.283665	39.4145883	-9.758385	-9.3312467	16.0655555555556	1074.92	22.13	23.7395833333333	1.40858115747478	17.1695833333333	17.093572248173
3_L067776	5	2023-08-25 04:59:56	2023-08-25 21:26:12	39.36826	39.4695183	-9.6815367	-9.4105517	16.4377777777778	719.28	15.73	23.1752577319588	0.854038314889308	12.5821443298969	17.2369084821095
3_L067776	6	2023-08-26 04:44:36	2023-08-27 20:45:09	39.20947	39.47456	-9.8595583	-9.3769167	40.0091666666667	2709.78	37.36	22.2278481012658	1.11175575473435	22.8100759493671	19.3712178509278
3_L067776	7	2023-08-28 04:45:59	2023-08-30 02:05:13	39.1959583	39.46156	-9.8857433	-9.3965417	45.3205555555556	4525.31	32.92	21.5353159851301	0.887127046171794	18.630156133829	19.8421290185921
3_L067776	8	2023-08-30 02:57:06	2023-08-31 20:36:05	39.1255533	39.4901667	-9.7856517	-9.3181183	41.6497222222222	3879.46	32.4	21.4008097165992	1.20182760227757	16.4580566801619	17.40890648364
3_L067776	9	2023-09-01 03:42:20	2023-09-01 20:17:27	39.384545	39.5934117	-9.5211917	-9.283905	16.5852777777778	1331.03	23.13	21.8080808080808	1.09429660267585	12.2531313131313	15.8339027951885
3_L067776	10	2023-09-02 04:49:52	2023-09-02 20:02:24	39.31112	39.5722017	-9.5531183	-9.2143483	15.2088888888889	1310.38	26.37	21.7692307692308	0.831022436880191	23.6282637362637	16.4107141566012
3_L067776	11	2023-09-02 23:36:38	2023-09-03 20:51:20	39.06976	39.8602433	-9.8143333	-9.176055	21.245	2692.23	53.25	21.744	0.914965185306294	28.66896	17.3296207608859
3_L067776	12	2023-09-04 03:12:08	2023-09-04 20:19:30	39.35472	39.6235433	-9.8152033	-9.177275	17.1227777777778	1809.97	36.27	21.8725490196078	0.908393954615071	21.1527450980392	18.7377260979159
3_L067776	13	2023-09-05 03:18:36	2023-09-05 20:15:46	39.3554617	39.5978217	-9.7186817	-9.2256733	16.9527777777778	1861.88	29.67	22.0990099009901	1.12698669464239	18.2266138613861	18.971446641187
3_L067776	14	2023-09-05 22:50:00	2023-09-06 20:15:21	39.3089083	39.4933567	-9.73754	-9.2129133	21.4225	2253.22	26.32	22.216	0.828757328581425	16.830976	18.5766919649953
3_L067776	15	2023-09-06 23:19:01	2023-09-07 20:21:02	39.3275517	39.55636	-9.7919167	-9.1482467	21.0336111111111	2338.47	34.25	23.1370967741935	0.973925736466652	18.2511612903226	18.4773300733748
30B_LV10287	1	2023-08-18 23:48:00	2023-08-20 20:47:05	39.0974633	39.4644233	-10.1704717	-9.351445	44.9847222222222	6124.02	58.91	23.2134831460674	1.11184913489872	16.6333183520599	18.3313699441654
30B_LV10287	2	2023-08-21 04:42:03	2023-08-22 21:51:08	38.7908883	39.41412	-9.95958	-9.375515	41.1513888888889	11098.91	73.22	23.1942148760331	1.34175196801726	13.9971404958678	17.9612308264705
30B_LV10287	3	2023-08-23 04:56:40	2023-08-23 20:39:23	39.2605217	39.4155033	-9.5786383	-9.3318333	15.7119444444444	1033.87	17.88	23.0531914893617	0.884356533908454	8.37340425531915	14.7854222039412
30B_LV10287	4	2023-08-24 04:56:56	2023-08-28 03:20:59	38.2443417	39.4143567	-10.651845	-9.1878717	94.4008333333333	50252.96	134.05	22.0471014492754	1.6798017352971	18.3623115942029	18.8043557194208
30B_LV10287	5	2023-08-28 04:43:26	2023-08-29 03:47:49	38.886385	39.4140867	-10.0814517	-9.380265	23.0730555555556	5482.11	67.28	21.2888888888889	1.46535445595666	21.085362962963	19.8553124176653
30B_LV10287	6	2023-08-29 04:09:07	2023-08-30 20:41:14	39.0193317	39.41372	-10.33164	-9.3594567	40.5352777777778	7795.48	83.78	21.1822033898305	1.46325962885445	14.0547966101695	17.0900318690784
30B_LV10287	7	2023-08-30 21:14:22	2023-09-01 20:25:46	38.96068	39.4783	-10.1207717	-9.2098733	47.19	9229.71	66.69	21.6535714285714	1.67138732383536	13.3608571428571	17.4203430524643
30B_LV10287	8	2023-09-01 23:09:06	2023-09-02 20:18:16	38.89309	39.4206883	-10.2426617	-9.40718	21.1527777777778	5055.32	71.65	21.6666666666667	1.01192885125388	15.8742857142857	18.7693468122286
30B_LV10287	9	2023-09-02 22:19:58	2023-09-03 20:10:18	39.1536633	39.422495	-9.7480833	-9.3628783	21.8388888888889	2051.74	30.55	21	0.82915619758885	10.4085271317829	15.6860576897116
30B_LV10287	10	2023-09-03 23:13:01	2023-09-04 20:00:05	39.2925333	39.5120633	-9.8936967	-9.49639	20.7844444444444	1322.23	36.13	20.9674796747967	0.664497336826171	16.3216910569106	17.4287968228061
30B_LV10287	11	2023-09-05 01:33:32	2023-09-05 20:10:57	39.2879483	39.4199033	-9.7222167	-9.4746083	18.6236111111111	1645.67	19.65	21.8181818181818	0.679743855991455	14.7149818181818	18.4431036130148
30B_LV10287	12	2023-09-05 22:54:24	2023-09-06 20:13:47	39.2775717	39.4252367	-9.72166	-9.37966	21.3230555555556	1224.83	19.35	21.3307086614173	0.472331570891564	12.0452913385827	16.8464858744846
30B_LV10287	13	2023-09-06 21:09:19	2023-09-07 20:21:34	39.0830983	39.4281017	-9.804945	-9.3843033	23.2041666666667	2332.74	36.84	22.4710144927536	1.16011595812004	18.7615652173913	18.6101179069428
38_LV22841	1	2023-08-20 04:36:34	2023-08-20 21:39:57	39.1275117	39.414455	-9.5986767	-9.3882583	17.0563888888889	1804.5	31.9	20.0990099009901	1.89475565968306	18.3366336633663	19.332795412833
38_LV22841	2	2023-08-20 23:45:07	2023-08-21 20:43:40	39.205	39.4143117	-9.62915	-9.4504117	20.9758333333333	1843.92	25.56	19.08	1.38307744750844	10.060064	15.7820744863483
38_LV22841	3	2023-08-22 05:02:13	2023-08-22 21:22:01	39.352065	39.4835733	-9.5650683	-9.4921983	16.33	469.29	8.28	21.505376344086	1.46423786314557	5.47634408602151	11.9210281677366
38_LV22841	4	2023-08-23 04:59:49	2023-08-23 23:37:20	39.281835	39.4176167	-9.6927117	-9.432335	18.6252777777778	869.99	17.15	20.3936170212766	1.49708020562452	9.1811914893617	15.4613823174786
38_LV22841	5	2023-08-24 04:58:10	2023-08-24 20:34:55	39.10241	39.4141233	-9.6941283	-9.3608417	15.6125	2472.25	37.33	20.3586956521739	1.50151221750659	15.4601739130435	18.9950900576726
38_LV22841	6	2023-08-25 04:56:41	2023-08-27 21:05:52	38.8365517	39.4308533	-10.0042633	-9.3984033	64.1530555555556	13813.67	71.38	18.6807387862797	2.14572874187379	15.7444432717678	18.4991040553484
38_LV22841	7	2023-08-28 04:12:25	2023-08-30 20:59:54	38.995705	39.4554083	-9.90522	-9.2810417	64.7913888888889	10760.89	46.51	17.0861618798956	2.10842032749431	15.2318537859008	17.4281739714339
38_LV22841	8	2023-08-30 21:33:13	2023-09-04 21:09:33	38.909695	40.09412	-9.7258883	-8.9398933	119.605555555556	27025.36	89.69	17.0665722379603	1.66135512696559	18.3206345609065	18.5459647936487
38_LV22841	9	2023-09-04 23:19:19	2023-09-05 23:04:14	39.102965	39.4139567	-9.50529	-9.3648	23.7486111111111	2524.47	34.73	17.9345794392523	1.85447458885404	17.2218691588785	18.9264992970992
39_L064338	1	2023-08-19 23:48:23	2023-08-20 22:36:45	39.1609767	39.4156867	-9.756955	-9.5010533	22.8061111111111	1831.97	28.69	23.2222222222222	1.68694135768811	17.9712592592593	19.2186986944202
39_L064338	2	2023-08-21 04:52:04	2023-08-21 21:08:45	39.0634917	39.413915	-9.66186	-9.4740917	16.2780555555556	2346.39	40.99	23.3684210526316	1.56458567405782	13.4318736842105	18.2959484732841
39_L064338	3	2023-08-22 05:06:45	2023-08-22 21:42:00	39.3468467	39.4599133	-9.5969033	-9.502245	16.5875	538.16	8.55	24.6363636363636	1.88145918976358	4.60193939393939	10.7741452332189
39_L064338	4	2023-08-23 05:01:38	2023-08-23 20:55:26	39.0899017	39.4163117	-9.706145	-9.4846233	15.8966666666667	2109.01	38.4	24.2526315789474	1.74409899346114	10.0592842105263	16.7306066223039
39_L064338	5	2023-08-24 04:39:05	2023-08-24 23:15:33	39.226865	39.4393867	-9.85	-9.4705317	18.6077777777778	2089.82	32.05	24.2972972972973	1.7969397955949	15.8337657657658	18.0212217984318
39_L064338	6	2023-08-25 04:03:40	2023-08-25 21:36:18	39.1128383	39.41402	-9.6968333	-9.4751467	17.5438888888889	2144.95	35.9	23.020202020202	0.947389517330067	13.2446060606061	16.6876499304237
39_L064338	7	2023-08-26 00:02:42	2023-08-26 19:39:48	39.0849883	39.4138633	-9.727745	-9.4489667	19.6183333333333	2636.29	36.8	22.008547008547	1.55083807429562	14.6102222222222	17.2482307054211
39_L064338	8	2023-08-27 04:57:56	2023-08-28 21:36:51	38.86964	39.4143617	-9.6842117	-9.4268583	40.6486111111111	10364.77	60.46	20.0708333333333	1.85882024191993	10.649	16.6593878262309
39_L064338	9	2023-08-29 05:15:36	2023-08-30 21:40:41	38.93853	39.4139017	-10.1762983	-9.4072883	40.4180555555556	7310.96	62.32	21.3416666666667	1.5551013815292	12.4855666666667	16.4883684386781
39_L064338	10	2023-08-31 01:14:28	2023-08-31 20:41:55	39.1826017	39.4149017	-10.040675	-9.5020567	19.4575	3028.87	49.61	22.7068965517241	2.13874095989982	11.447275862069	15.19876612474
39_L064338	11	2023-09-01 04:20:00	2023-09-01 20:14:19	39.2303133	39.4609433	-9.9880967	-9.47598	15.9052777777778	1846.63	41.88	24.1368421052632	2.80808303779366	11.1509894736842	16.6963883669459
39_L064338	12	2023-09-02 01:52:55	2023-09-02 20:41:43	39.0169433	39.42221	-9.9271733	-9.4492983	18.8133333333333	2738.77	44.07	21.4017857142857	2.20343638837882	13.89	17.6853092920864
39_L064338	13	2023-09-03 05:24:05	2023-09-03 20:46:57	39.0006483	39.423795	-9.858285	-9.5022033	15.3811111111111	2223.04	45.94	20.9021739130435	0.839410868874427	22.9285652173913	20.4612451864034
39_L064338	14	2023-09-04 04:48:08	2023-09-10 20:13:28	39.31187	47.9630767	-18.8899067	-9.07012	159.422222222222	577411.64	1205.82	23.0418006430868	1.76377770018356	29.9575391211147	24.1026717393779
39_L064338	15	2023-09-11 05:08:43	2023-09-11 20:32:43	38.9954867	39.413925	-9.6769683	-9.4509317	15.4	2279.89	46.46	23.7717391304348	1.16829227177883	12.9438695652174	17.3852163084815
41_L074850	1	2023-08-18 01:18:00	2023-08-18 19:44:46	39.30562	39.4329067	-9.750665	-9.505455	18.4461111111111	1070	21.88	20.8909090909091	1.30169582084615	8.58654545454545	14.3974821624193
41_L074850	2	2023-08-18 23:23:08	2023-08-19 20:21:55	38.689015	39.422715	-9.68693	-9.4908483	20.9797222222222	5386.75	80.41	22.024	2.22690295571979	12.978816	17.9611908939462
41_L074850	3	2023-08-19 23:59:38	2023-08-20 19:56:24	38.7006983	39.4090683	-9.9199183	-9.5049433	19.9461111111111	4904.88	83.72	22.2941176470588	2.55234336054334	20.7610756302521	21.1296363397519
41_L074850	4	2023-08-21 05:15:02	2023-08-21 20:19:57	39.2793617	39.4298233	-9.8897767	-9.495995	15.0819444444444	1362.88	33.19	21.4494382022472	1.68557540724941	8.67734831460674	15.3701686031306
41_L074850	5	2023-08-22 05:12:07	2023-08-22 19:34:26	39.1815433	39.4196683	-9.84509	-9.5058233	14.3719444444444	1648.08	38.14	23.2558139534884	1.84828089609286	9.90604651162791	16.7603861895047
41_L074850	6	2023-08-23 05:08:37	2023-08-23 20:21:03	39.0878233	39.41659	-9.8544517	-9.50285	15.2072222222222	2457.18	45.15	22.9230769230769	1.79648279350247	7.87608791208791	15.9854611275012
41_L074850	7	2023-08-24 05:10:26	2023-08-24 20:13:52	38.883105	39.4146733	-9.9560133	-9.503685	15.0572222222222	4023.44	64.61	23.3555555555556	2.00735227875832	12.7993777777778	17.7021360626768
41_L074850	8	2023-08-25 05:18:06	2023-08-25 20:11:38	39.3159883	39.416225	-9.7017133	-9.5026583	14.8922222222222	901.87	17.65	21.7977528089888	1.09937766776666	6.8045393258427	13.9481748716912
41_L074850	9	2023-08-26 04:49:27	2023-08-27 20:29:18	38.7039533	39.41431	-10.48206	-9.4749967	39.6641666666667	16220.76	109.79	21.6595744680851	1.53973851349624	22.2555234042553	20.6847175340683
41_L074850	10	2023-08-28 04:55:01	2023-08-30 19:13:38	38.6670017	39.4054417	-11.14576	-9.508475	62.3102777777778	25855.16	160.2	21.0135501355014	2.63490999419464	17.2200867208672	19.3651204239978
41_L074850	11	2023-08-31 01:57:43	2023-09-06 03:19:54	39.4299467	53.0832933	-15.7489133	-7.9846267	145.369722222222	833949.29	1586.94	20.330985915493	2.34875319372189	27.317	20.1068226243483
47_L078626	1	2023-08-19 05:13:04	2023-08-19 22:06:13	39.3638	39.507725	-9.8457483	-9.4845517	16.8858333333333	2080.37	30.78	20.9306930693069	1.06073018004179	13.1290297029703	18.1950852146702
47_L078626	2	2023-08-20 05:06:13	2023-08-20 21:10:40	39.40408	39.662215	-9.7702183	-9.182475	16.0741666666667	1954.37	37.37	20.71875	1.93963167963188	16.6294166666667	17.9658151549674
47_L078626	3	2023-08-21 05:00:57	2023-08-21 21:03:45	39.3622867	39.5778933	-9.9827133	-9.5028733	16.0466666666667	1863.14	41.21	20.4479166666667	0.844421841033281	12.4045416666667	16.0941156438041
47_L078626	4	2023-08-22 05:11:49	2023-08-23 02:50:04	39.3811583	39.906535	-9.8619833	-9.4440717	21.6375	3185.33	54.7	21.6201550387597	2.3190575889303	12.4328062015504	17.0733310705603
47_L078626	5	2023-08-23 05:23:38	2023-08-24 21:08:30	39.4098983	40.8370683	-9.5572117	-8.8084967	39.7477777777778	26400.99	161.05	20.8093220338983	1.29880385482169	11.841813559322	18.4356212579097
47_L078626	6	2023-08-25 05:13:17	2023-08-26 21:10:41	39.2701617	40.020035	-9.96054	-9.175945	39.9566666666667	7894.32	68.06	19.6751054852321	1.62864080062787	13.4172320675105	17.8281978566136
47_L078626	7	2023-08-27 04:53:24	2023-08-29 04:56:00	39.241125	39.48231	-10.25059	-9.5045267	48.0433333333333	7554.11	64.26	18.9787234042553	1.71436503546472	16.6285957446809	17.0462899986642
47_L078626	8	2023-08-29 05:06:18	2023-08-29 22:04:26	39.3407233	39.696055	-10.103095	-9.4699767	16.9688888888889	3004.97	57.56	19.8383838383838	1.759563203608	19.6424242424242	19.2625773833834
47_L078626	9	2023-08-30 05:04:34	2023-09-01 22:48:57	39.317485	40.6786117	-10.0417383	-8.9623333	65.7397222222222	27933.99	142.27	18.8860103626943	1.98499858088768	17.1525906735751	18.25365100312
47_L078626	10	2023-09-02 03:54:49	2023-09-02 20:11:31	39.4134233	39.65142	-9.9299033	-9.4966717	16.2783333333333	2117.8	39.72	18.7777777777778	0.921378763846289	13.1080444444444	18.4370522735422
47A_LV10289	1	2023-08-19 00:15:38	2023-08-19 21:58:59	39.107085	39.4252017	-9.6930283	-9.4869633	21.7225	2050.75	37.38	20.1317829457364	1.28318357124746	13.4090542635659	18.4224773410051
47A_LV10289	2	2023-08-19 23:42:37	2023-08-20 21:12:10	39.114705	39.4164767	-9.7392	-9.5031483	21.4925	2696.46	37.9	19.8984375	1.65933220487693	10.31621875	15.6349398045509
47A_LV10289	3	2023-08-21 04:38:09	2023-08-21 20:52:26	39.0487333	39.4156583	-9.6766233	-9.4678533	16.2380555555556	2945.06	43.15	20	0.978945010372561	12.4866804123711	17.1461729036118
47A_LV10289	4	2023-08-22 04:50:15	2023-08-22 20:44:40	39.171485	39.41969	-9.8496617	-9.502985	15.9069444444444	1782.07	38.15	21.4736842105263	1.67485855397161	12.6325894736842	17.6710407449739
47A_LV10289	5	2023-08-23 03:27:15	2023-08-23 20:21:19	39.1096467	39.437035	-9.7033617	-9.2598467	16.9011111111111	1385.74	34.83	20.8316831683168	1.14951561042635	12.010495049505	17.7765257064612
47A_LV10289	6	2023-08-24 04:58:37	2023-08-26 20:36:54	39.390495	39.834385	-9.5300083	-9.0567533	63.6380555555556	4322.01	59.84	20.4545454545455	1.00277906974005	12.0099393939394	18.0963059427
47A_LV10289	7	2023-08-25 04:58:09	2023-08-29 20:31:12	38.723415	39.9209133	-9.8680367	-9.0309583	111.550833333333	30145.36	76.66	17.1361502347418	1.72985717495194	13.0596431924883	17.3539948990752
47A_LV10289	8	2023-08-29 21:33:37	2023-08-30 22:15:13	39.0082783	39.4353033	-9.734415	-9.310135	24.6933333333333	3208.24	45.03	17.5850340136054	0.670754404710018	13.0899863945578	17.5075432126349
47A_LV10289	9	2023-08-31 02:49:23	2023-09-01 20:17:02	39.4028767	40.6377033	-9.694635	-8.90228	41.4608333333333	20039.35	139.61	17.8780487804878	2.10377839235537	12.5800487804878	17.4016522208076
47A_LV10289	10	2023-09-01 21:38:50	2023-09-02 20:20:09	38.825785	39.4233467	-9.6594233	-9.42728	22.6886111111111	3622.32	65.4	17.8034188034188	1.44579840870327	13.6604786324786	18.3575995738485
50_LV32996	1	2023-08-20 05:02:01	2023-08-20 21:31:07	39.402515	39.6965217	-9.85392	-9.1839883	16.485	2147.54	38.63	20.1443298969072	1.56783881719424	15.5224329896907	18.3425214693137
50_LV32996	2	2023-08-21 05:02:10	2023-08-21 20:25:18	39.3847433	39.570475	-9.6108367	-9.496085	15.3855555555556	697.44	18.73	20.195652173913	1.12160726936772	8.69634782608696	15.2367467630608
50_LV32996	3	2023-08-22 03:31:52	2023-08-22 20:56:49	39.394065	39.8611583	-9.669775	-9.0543883	17.4158333333333	3657.89	61.64	21.5673076923077	1.91956924312814	17.5049615384615	18.6826925856776
50_LV32996	4	2023-08-23 02:20:40	2023-08-23 20:15:35	39.39324	39.46728	-9.9067317	-9.4897	17.9152777777778	1906.34	34.61	21.2056074766355	1.71968798045816	6.75028037383178	13.206956978715
50_LV32996	5	2023-08-24 05:03:03	2023-08-25 02:31:19	39.4052383	40.0376233	-9.7367417	-9.03766	21.4711111111111	4731.46	69.25	20.9375	1.61074150284159	13.87553125	19.0391525095651
50_LV32996	6	2023-08-25 05:06:56	2023-08-25 21:36:25	39.3805267	39.882995	-9.8213117	-9.1334267	16.4913888888889	3447.73	53.36	20.5425531914894	1.52163532302586	15.9981276595745	20.6763137805901
50_LV32996	7	2023-08-26 04:49:16	2023-08-27 21:54:29	39.214665	40.1464667	-9.6359317	-8.934385	41.0869444444444	9700.49	94.14	16.8512396694215	1.6556763020014	16.668	18.9657251121344
50_LV32996	8	2023-08-27 22:50:49	2023-08-30 00:32:37	39.4070933	41.0494717	-9.7696	-8.7454883	49.6966666666667	36129.92	191.9	16.6404109589041	2.14367378291966	19.4713698630137	20.142737851429
50_LV32996	9	2023-08-30 01:52:02	2023-09-01 20:15:29	39.4068917	41.2517617	-9.605735	-8.7175317	66.3908333333333	54269.66	208.27	16.9516539440204	2.34959908919368	13.5766208651399	16.4744842482609
50_LV32996	10	2023-09-02 04:37:20	2023-09-02 20:02:14	39.2361817	39.47223	-9.8303067	-9.3858367	15.415	1359.6	28.54	17.3736263736264	0.902445463398102	12.8825934065934	18.2043468935783
50_LV32996	11	2023-09-02 20:12:25	2023-09-03 19:04:30	39.305455	39.48548	-9.7676017	-9.253655	22.8680555555556	1708.89	23.55	17.2845528455285	1.10528036057063	12.3316097560976	17.3454915532397
51_LV22873	1	2023-08-19 04:56:43	2023-08-19 21:44:39	39.0722367	39.4716833	-9.8690067	-9.49632	16.7988888888889	1205.33	46.62	20.47	0.968754276627901	12.8714	18.1961076568201
51_LV22873	2	2023-08-20 05:03:07	2023-08-20 20:47:01	39.2882667	39.4685633	-9.9028	-9.5025067	15.7316666666667	1905.66	37	20.7234042553191	1.58218751059771	14.6583829787234	18.4934148239786
51_LV22873	3	2023-08-21 04:56:39	2023-08-21 21:11:43	39.3813267	39.4666283	-9.8708083	-9.5020517	16.2511111111111	1719.98	31.72	20.6145833333333	1.28448057629424	8.623375	14.5723300519205
51_LV22873	4	2023-08-21 23:05:37	2023-08-25 21:01:18	38.8048817	40.4980683	-9.9829317	-8.8998167	93.9280555555556	32147.8	123.83	20.7238267148014	1.95090996868217	15.1068375451264	18.4732789639688
51_LV22873	5	2023-08-26 00:39:38	2023-08-28 00:35:36	39.2170033	39.4210683	-10.3277333	-9.4968767	47.9327777777778	8343.64	71.57	18.4664310954064	1.50699444365732	14.6785724381625	18.4131167569918
51_LV22873	6	2023-08-28 04:21:44	2023-09-11 02:19:51	39.2912967	50.8868383	-19.5501317	-9.0152067	333.968611111111	1900096.3	1399.28	19.6071971616827	2.20461642244948	20.8009731373543	20.0414335398048
51_LV22873	7	2023-09-11 05:06:44	2023-09-11 22:41:07	39.3038183	39.4166583	-9.7521183	-9.5025883	17.5730555555556	1274.09	23.48	21.2222222222222	1.2611549707212	6.87297777777778	12.9215528382741
53_L067683	1	2023-08-18 01:54:55	2023-08-18 19:12:59	39.215895	39.439265	-9.79348	-9.39888	17.3011111111111	1556.15	26.05	19.7766990291262	1.50118932480904	10.5366213592233	17.0371943539206
53_L067683	2	2023-08-19 03:39:52	2023-08-19 20:04:58	39.177135	39.422685	-9.6477467	-9.4399117	16.4183333333333	925.34	27.94	19.7551020408163	1.03606337116412	11.6411428571429	18.5428971857484
53_L067683	3	2023-08-20 05:08:19	2023-08-20 19:10:52	39.11995	39.4174067	-9.7828883	-9.5040367	14.0425	2086.58	37.96	20.9404761904762	2.2244598124618	16.844380952381	20.2195351429081
53_L067683	4	2023-08-21 01:58:31	2023-08-21 19:37:36	39.1199267	39.4152183	-9.8232417	-9.5028583	17.6513888888889	2166.66	34.63	20.0480769230769	1.05554299919596	17.0775769230769	20.4347646244375
53_L067683	5	2023-08-22 05:01:44	2023-08-22 20:04:24	39.0966433	39.4196417	-9.8055417	-9.505675	15.0444444444444	2424.18	37.38	21.1555555555556	1.48332386480166	12.0791555555556	18.897432491863
53_L067683	6	2023-08-23 05:24:57	2023-08-23 19:57:35	39.1328883	39.58974	-9.9313083	-9.5006017	14.5438888888889	1989.84	40.98	21.5402298850575	2.0898681259227	18.0303908045977	20.4471547070231
53_L067683	7	2023-08-24 05:01:54	2023-08-24 20:25:34	39.0579433	39.4096267	-9.8117167	-9.4310067	15.3944444444444	2608.4	43.81	20.6847826086957	1.20374276966402	14.715347826087	19.1844948041036
53_L067683	8	2023-08-25 05:10:14	2023-08-27 01:13:25	38.425665	39.4141817	-9.8124533	-9.2291917	44.0530555555556	18848.69	109	18.4422310756972	1.96154260784476	17.00003187251	19.2525825866293
53_L067683	9	2023-08-27 03:31:00	2023-08-28 02:57:32	38.8713317	39.4142283	-10.60443	-9.50257	23.4422222222222	7115.4	95.89	19.410071942446	2.17633167509095	27.5934676258993	20.9983643870639
53_L067683	10	2023-08-28 04:41:09	2023-08-28 23:07:44	39.2881517	39.43238	-9.6718933	-9.4390317	18.4430555555556	971.75	15.35	17.0727272727273	1.04669940752257	10.7584363636364	15.8770880337577
53_L067683	11	2023-08-29 04:06:41	2023-09-01 00:32:36	38.4435017	39.4181167	-10.2536633	-9.248305	68.4319444444444	26612.5	106.9	17.5808080808081	1.4411793179077	16.4762525252525	19.3945817321209
53_L067683	12	2023-09-01 05:13:54	2023-09-01 20:18:35	39.144605	39.438095	-10.0393	-9.4997817	15.0780555555556	2085.5	51.54	19.6777777777778	1.94201203306758	10.2888888888889	17.3380186914428
53_L067683	13	2023-09-02 05:04:20	2023-09-02 19:06:57	39.2810033	39.4692817	-9.5724167	-9.3753267	14.0436111111111	653.57	17.69	17.9047619047619	1.18848944948759	9.89938095238095	15.9561136494099
6_LV22760	1	2023-08-21 05:30:14	2023-08-21 20:17:47	39.0800267	39.43767	-9.7100583	-9.4215867	14.7925	1773.56	40.46	23.7954545454545	1.61287272024275	18.6041818181818	18.4344595053372
6_LV22760	2	2023-08-22 05:03:35	2023-08-22 20:18:02	39.020355	39.4109933	-9.8536783	-9.5024667	15.2408333333333	2572.55	47.49	24.8555555555556	1.56909127863841	19.9398666666667	20.0968824544136
6_LV22760	3	2023-08-23 05:12:56	2023-08-23 20:52:11	38.976125	39.41419	-9.9961233	-9.5018117	15.6541666666667	2608.81	59.78	24.2903225806452	1.03819078795854	21.6464946236559	19.7040253924352
6_LV22760	4	2023-08-24 05:48:40	2023-08-24 19:55:28	39.0124433	39.408135	-9.7815483	-9.408525	14.1133333333333	2491.44	47.32	24.0240963855422	1.49776991634358	16.5118072289157	17.9795626296256
6_LV22760	5	2023-08-25 05:10:08	2023-08-25 20:13:50	38.7293783	39.414355	-9.7597167	-9.4253217	15.0616666666667	4523.36	75.34	23.2777777777778	1.02800972515159	22.4915111111111	21.3168755416788
6_LV22760	6	2023-08-26 00:04:59	2023-08-30 21:38:54	37.78607	39.4113333	-11.2013933	-8.811635	117.565277777778	83552.01	187.74	22.5813953488372	2.05578739309932	25.7826395348837	21.8873718459095
6_LV22760	7	2023-08-31 02:28:58	2023-08-31 19:35:58	39.4056733	39.962135	-10.1530967	-9.2854133	17.1166666666667	4207.16	80.09	22.9509803921569	1.18887125917774	19.4823137254902	21.7899668686812
6_LV22760	8	2023-08-31 23:51:20	2023-09-01 22:42:31	39.3963933	40.78569	-9.6827317	-9.236025	22.8530555555556	14887.23	153.46	23.8970588235294	1.57893265291465	18.057	19.6110648661715
6_LV22760	9	2023-09-02 04:04:17	2023-09-03 20:03:57	39.4131967	41.02537	-10.03561	-8.917975	39.9944444444444	29438.63	179.62	22.1645569620253	1.78099938436905	23.1070210970464	19.5570875856887
6_LV22760	10	2023-09-04 05:09:37	2023-09-05 18:29:22	39.4087217	41.0488317	-9.6927517	-9.11551	37.3291666666667	28003.37	185.2	22.2318181818182	1.15307267238269	23.8992181818182	20.3835267476862
6_LV22760	11	2023-09-06 02:47:15	2023-09-07 21:42:17	39.413695	40.8282883	-9.60602	-8.93531	42.9172222222222	32342.99	159.61	22.702380952381	0.979223554982088	21.7756984126984	21.0642903119694
60_L078636	1	2023-08-21 05:02:20	2023-08-21 23:09:35	39.2111533	39.4137917	-9.6199817	-9.4269467	18.1208333333333	1772.76	24.24	23.8796296296296	0.983200881658128	9.86018518518519	16.4771469663987
