FID	BIRD_ID	YEAR	MONTH	DATE_	TIME	TYPE	LON	LAT	QUALITY	DEP	SST	CHLA	dist_col	STAGE	ID	timestamp
1783	J009115	2009	9	02/09/2009	2:16:00 PM	UNKNOWN	-34.1	33.9	0	-3299	25.2166	0.063123	1645.612033	BREEDING	11	2009-09-02 14:16:00
1784	J009115	2009	9	03/09/2009	2:16:00 AM	UNKNOWN	-34.14	29.37	0	-4215	26.57102	0.028714	1715.578793	BREEDING	11	2009-09-03 02:16:00
1785	J009115	2009	9	03/09/2009	2:20:00 PM	UNKNOWN	-35.3	31.44	0	-4042	27.02273	0.041622	1776.064121	BREEDING	11	2009-09-03 14:20:00
1786	J009115	2009	9	04/09/2009	2:23:00 AM	UNKNOWN	-35.97	33.48	0	-3561	26.2835	0.057538	1818.795192	BREEDING	11	2009-09-04 02:23:00
1787	J009115	2009	9	04/09/2009	2:28:00 PM	UNKNOWN	-37.26	34.98	0	-2808	26.0433	0.055815	1938.736599	BREEDING	11	2009-09-04 14:28:00
1788	J009115	2009	9	05/09/2009	2:32:00 AM	UNKNOWN	-38.18	36.95	0	-3553	24.78354	0.065075	2041.145207	BREEDING	11	2009-09-05 02:32:00
1789	J009115	2009	9	05/09/2009	2:28:00 PM	UNKNOWN	-37.22	33.52	0	-2538	25.96443	0.059168	1934.395923	BREEDING	11	2009-09-05 14:28:00
1790	J009115	2009	9	06/09/2009	2:23:00 AM	UNKNOWN	-36.14	34.6	0	-2245	25.61597	0.06015	1834.925343	BREEDING	11	2009-09-06 02:23:00
1791	J009115	2009	9	06/09/2009	2:25:00 PM	UNKNOWN	-36.55	37.68	0	-3998	24.45658	0.061257	1913.037851	BREEDING	11	2009-09-06 14:25:00
1792	J009115	2009	9	07/09/2009	2:23:00 AM	UNKNOWN	-36.1	40.13	0	-4301	22.81394	0.093867	1950.053761	BREEDING	11	2009-09-07 02:23:00
1793	J009115	2009	9	07/09/2009	2:20:00 PM	UNKNOWN	-35.51	40.27	0	-4565	22.26328	0.089621	1908.641468	BREEDING	11	2009-09-07 14:20:00
1794	J009115	2009	9	08/09/2009	2:16:00 AM	UNKNOWN	-34.68	42.22	0	-4150	20.49516	0.154237	1936.446826	BREEDING	11	2009-09-08 02:16:00
1795	J009115	2009	9	08/09/2009	2:04:00 PM	UNKNOWN	-31.6	38.61	0	-1462	23.24342	0.070479	1528.756737	BREEDING	11	2009-09-08 14:04:00
1796	J009115	2009	9	09/09/2009	1:55:00 AM	UNKNOWN	-29.52	36.58	0	-3147	24.28952	0.066906	1279.772506	BREEDING	11	2009-09-09 01:55:00
1797	J009115	2009	9	09/09/2009	1:49:00 PM	UNKNOWN	-27.94	38.86	0	-864	21.96931	0.109452	1257.393766	BREEDING	11	2009-09-09 13:49:00
1798	J009115	2009	9	10/09/2009	1:45:00 AM	UNKNOWN	-26.98	37.34	0	-2496	23.24844	0.091021	1102.034903	BREEDING	11	2009-09-10 01:45:00
1799	J009115	2009	9	10/09/2009	1:36:00 PM	UNKNOWN	-24.9	36.25	0	-3505	23.62343	0.089473	882.3485993	BREEDING	11	2009-09-10 13:36:00
1800	J009115	2009	9	11/09/2009	1:33:00 AM	UNKNOWN	-24.07	32.34	0	-5430	24.66882	0.057202	712.5187962	BREEDING	11	2009-09-11 01:33:00
1801	J009115	2009	9	11/09/2009	1:27:00 PM	UNKNOWN	-22.48	30.82	0	-5127	24.69821	0.050234	594.860672	BREEDING	11	2009-09-11 13:27:00
1802	J009115	2009	9	12/09/2009	1:16:00 AM	UNKNOWN	-20.03	35.86	0	-5369	23.4112	0.068545	503.6432807	BREEDING	11	2009-09-12 01:16:00
1803	J009115	2009	9	12/09/2009	1:03:00 PM	UNKNOWN	-16.57	33.8	0	-3980	23.32157	0.064187	154.6378114	BREEDING	11	2009-09-12 13:03:00
1804	J009115	2009	10	08/10/2009	12:51:00 PM	UNKNOWN	-15.87	35.09	0	-2730	22.19373	0.071883	302.9062857	BREEDING	11	2009-10-08 12:51:00
1805	J009115	2009	10	09/10/2009	12:46:00 AM	UNKNOWN	-14.66	33.66	0	-4049	22.81322	0.06878	218.7555459	BREEDING	11	2009-10-09 00:46:00
1806	J009115	2009	10	10/10/2009	12:56:00 AM	UNKNOWN	-17.23	33.63	0	-4174	23.13945	0.054056	152.6552741	BREEDING	11	2009-10-10 00:56:00
1807	J009115	2009	11	11/10/2009	12:51:00 PM	UNKNOWN	-16.2	41.87	0	-5310	16.40109	0.269292	1051.243699	BREEDING	11	2009-10-11 12:51:00
1808	J009115	2009	12	12/10/2009	12:55:00 AM	UNKNOWN	-17.1	39.64	0	-4808	16.29282	0.18478	805.1628021	BREEDING	11	2009-10-12 00:55:00
1809	J009115	2009	12	12/10/2009	12:56:00 PM	UNKNOWN	-17.26	41.24	0	-5632	14.67455	0.263925	983.4364941	BREEDING	11	2009-10-12 12:56:00
1810	J009115	2009	10	13/10/2009	12:56:00 AM	UNKNOWN	-17.42	40.97	0	-5858	20.15387	0.129885	954.6722704	BREEDING	11	2009-10-13 00:56:00
1811	J009115	2009	10	13/10/2009	1:01:00 PM	UNKNOWN	-18.57	35.47	0	-5170	22.93224	0.060515	390.9034613	BREEDING	11	2009-10-13 13:01:00
1812	J009115	2009	10	14/10/2009	1:06:00 AM	UNKNOWN	-19.98	35.41	0	-5302	23.03836	0.07513	464.1370619	BREEDING	11	2009-10-14 01:06:00
1813	J009115	2009	10	14/10/2009	1:06:00 PM	UNKNOWN	-20.01	39.47	0	-5002	21.11465	0.085102	846.1190909	BREEDING	11	2009-10-14 13:06:00
1814	J009115	2009	10	15/10/2009	1:20:00 AM	UNKNOWN	-23.41	47.76	0	-4011	15.33348	0.31279	1802.488132	BREEDING	11	2009-10-15 01:20:00
1815	J009115	2009	10	15/10/2009	1:30:00 PM	UNKNOWN	-26.06	48.57	0	-3519	15.05528	0.424879	1965.836524	BREEDING	11	2009-10-15 13:30:00
1816	J009115	2009	10	16/10/2009	1:35:00 AM	UNKNOWN	-27.46	44.46	0	-2610	18.44526	0.165076	1641.698075	BREEDING	11	2009-10-16 01:35:00
1817	J009115	2009	10	16/10/2009	1:33:00 PM	UNKNOWN	-26.99	48.37	0	-2497	13.97046	0.378096	1979.481365	BREEDING	11	2009-10-16 13:33:00
1818	J009115	2009	10	17/10/2009	1:36:00 AM	UNKNOWN	-27.64	50.14	0	-2643	13.26923	1.032256	2173.63912	BREEDING	11	2009-10-17 01:36:00
1819	J009115	2009	10	17/10/2009	1:33:00 PM	UNKNOWN	-27.04	51.72	0	-3716	12.84333	0.63632	2309.913583	BREEDING	11	2009-10-17 13:33:00
1820	J009115	2009	10	18/10/2009	1:21:00 AM	UNKNOWN	-23.94	45.16	0	-3265	16.72445	0.254919	1555.323896	BREEDING	11	2009-10-18 01:21:00
1821	J009115	2009	10	18/10/2009	1:16:00 PM	UNKNOWN	-22.72	40.86	0	-3877	20.34244	0.10514	1090.69194	BREEDING	11	2009-10-18 13:16:00
1822	J009115	2009	10	19/10/2009	1:07:00 AM	UNKNOWN	-20.49	37.67	0	-4148	22.11414	0.062243	688.8958033	BREEDING	11	2009-10-19 01:07:00
1823	J009115	2009	10	19/10/2009	12:57:00 PM	UNKNOWN	-18.01	36.99	0	-5219	22.22456	0.069205	527.7305133	BREEDING	11	2009-10-19 12:57:00
1824	J009115	2009	10	20/10/2009	12:51:00 AM	UNKNOWN	-16.66	39.3	0	-5110	20.88449	0.099107	765.616219	BREEDING	11	2009-10-20 00:51:00
1825	J009115	2009	10	20/10/2009	12:46:00 PM	UNKNOWN	-15.43	38.64	0	-5259	21.0114	0.100174	698.5163483	BREEDING	11	2009-10-20 12:46:00
1826	J009115	2009	10	21/10/2009	12:47:00 AM	UNKNOWN	-15.57	40.74	0	-4917	19.63906	0.131568	928.9208776	BREEDING	11	2009-10-21 00:47:00
1827	J009115	2009	10	21/10/2009	12:50:00 PM	UNKNOWN	-16.47	38.47	0	-5168	21.53624	0.086443	673.2230566	BREEDING	11	2009-10-21 12:50:00
1828	J009115	2009	10	22/10/2009	12:59:00 AM	UNKNOWN	-18.61	40.48	0	-5705	20.35391	0.083626	916.5228909	BREEDING	11	2009-10-22 00:59:00
1829	J009115	2009	10	22/10/2009	12:53:00 PM	UNKNOWN	-17.13	46.43	0	-4776	16.3889	0.259857	1558.577086	BREEDING	11	2009-10-22 12:53:00
1830	J009115	2009	10	23/10/2009	12:49:00 AM	UNKNOWN	-16.28	47.06	0	-4683	15.89632	0.275461	1627.655888	BREEDING	11	2009-10-23 00:49:00
1831	J009115	2009	10	23/10/2009	12:51:00 PM	UNKNOWN	-16.79	43.87	0	-3687	17.72539	0.214778	1273.457207	BREEDING	11	2009-10-23 12:51:00
1832	J009115	2009	10	24/10/2009	12:46:00 AM	UNKNOWN	-15.43	40.08	0	-3842	20.52312	0.108812	857.2048018	BREEDING	11	2009-10-24 00:46:00
1833	J009115	2009	10	24/10/2009	12:46:00 PM	UNKNOWN	-15.58	36.11	0	-3416	21.90478	0.082232	419.1587967	BREEDING	11	2009-10-24 12:46:00
1834	J009115	2009	10	25/10/2009	12:46:00 AM	UNKNOWN	-15.47	35.1	0	-2831	22.36007	0.077569	312.9029695	BREEDING	11	2009-10-25 00:46:00
1835	J009115	2009	10	25/10/2009	12:45:00 PM	UNKNOWN	-15.35	35.11	0	-2969	22.42389	0.073926	317.4152671	BREEDING	11	2009-10-25 12:45:00
1836	J009115	2009	10	26/10/2009	12:52:00 AM	UNKNOWN	-17.12	37.49	0	-4156	21.8718	0.080747	567.3865101	BREEDING	11	2009-10-26 00:52:00
1837	J009115	2009	10	26/10/2009	12:56:00 PM	UNKNOWN	-18.13	38.8	0	-4951	21.08812	0.086814	725.4119339	BREEDING	11	2009-10-26 12:56:00
1838	J009115	2009	10	27/10/2009	12:59:00 AM	UNKNOWN	-18.77	37.87	0	-4865	21.47028	0.080242	641.3281307	BREEDING	11	2009-10-27 00:59:00
1839	J009115	2009	10	27/10/2009	12:55:00 PM	UNKNOWN	-17.78	39.97	0	-4124	20.25496	0.117691	847.9518762	BREEDING	11	2009-10-27 12:55:00
1840	J009115	2009	10	28/10/2009	12:51:00 AM	UNKNOWN	-16.79	39.5	0	-5132	20.73894	0.096809	788.162884	BREEDING	11	2009-10-28 00:51:00
1841	J009115	2009	10	28/10/2009	12:50:00 PM	UNKNOWN	-16.67	37.79	0	-5100	21.64379	0.085258	597.9366752	BREEDING	11	2009-10-28 12:50:00
1842	J009115	2009	10	29/10/2009	12:45:00 AM	UNKNOWN	-15.43	35.64	0	-2881	22.3063	0.074931	371.4844722	BREEDING	11	2009-10-29 00:45:00
1843	J009115	2009	10	29/10/2009	12:47:00 PM	UNKNOWN	-15.82	32.12	0	-4399	23.28142	0.077375	69.49380263	BREEDING	11	2009-10-29 12:47:00
1844	J009115	2009	10	30/10/2009	12:50:00 AM	UNKNOWN	-16.7	32.19	0	-3860	23.29648	0.062071	32.32992947	BREEDING	11	2009-10-30 00:50:00
1845	J009115	2009	10	30/10/2009	12:50:00 PM	UNKNOWN	-16.58	34	0	-4161	23.13659	0.070457	176.8744128	BREEDING	11	2009-10-30 12:50:00
1846	J009115	2009	10	31/10/2009	12:46:00 AM	UNKNOWN	-15.59	31.9	0	-4437	23.32659	0.07363	100.7339477	BREEDING	11	2009-10-31 00:46:00
1847	J009115	2009	10	31/10/2009	12:41:00 PM	UNKNOWN	-14.22	31.98	0	-4315	23.03979	0.081032	217.3460921	BREEDING	11	2009-10-31 12:41:00
1848	J009115	2009	11	01/11/2009	12:44:00 AM	UNKNOWN	-15.1	35.33	0	-3089	20.9146	0.109178	348.2804838	BREEDING	11	2009-11-01 00:44:00
1849	J009115	2009	11	01/11/2009	12:45:00 PM	UNKNOWN	-15.35	35.75	0	-3112	21.2645	0.09771	385.1971902	BREEDING	11	2009-11-01 12:45:00
1850	J009115	2009	11	02/11/2009	12:42:00 AM	UNKNOWN	-14.6	34.61	0	-1604	20.73248	0.075782	299.8072174	BREEDING	11	2009-11-02 00:42:00
1851	J009115	2009	11	02/11/2009	12:44:00 PM	UNKNOWN	-15.1	31.86	0	-4450	21.97361	0.099332	143.0971682	BREEDING	11	2009-11-02 12:44:00
1852	J009115	2009	11	03/11/2009	12:49:00 AM	UNKNOWN	-16.35	32.34	0	-3739	21.84312	0.110363	14.11146525	BREEDING	11	2009-11-03 00:49:00
1853	J009115	2009	11	03/11/2009	12:50:00 PM	UNKNOWN	-16.6	33.58	0	-3731	21.86248	0.0954	130.4632715	BREEDING	11	2009-11-03 12:50:00
1854	J009115	2009	11	04/11/2009	12:49:00 AM	UNKNOWN	-16.48	32.87	0	-2457	21.72553	0.106214	51.06487761	BREEDING	11	2009-11-04 00:49:00
1855	J009115	2009	11	04/11/2009	12:45:00 PM	UNKNOWN	-15.47	34.07	0	-3939	21.24657	0.081634	206.6878697	BREEDING	11	2009-11-04 12:45:00
1856	J009115	2009	11	05/11/2009	12:45:00 AM	UNKNOWN	-15.22	35.21	0	-2246	21.30107	0.095526	331.9080307	BREEDING	11	2009-11-05 00:45:00
1857	J009115	2009	11	05/11/2009	12:48:00 PM	UNKNOWN	-16.09	33.07	0	-3426	21.47315	0.097959	81.64582121	BREEDING	11	2009-11-05 12:48:00
1858	J009115	2009	11	06/11/2009	12:52:00 AM	UNKNOWN	-17.09	32.77	0	1503	-9999	-9999	70.05899794	BREEDING	11	2009-11-06 00:52:00
1859	J009115	2009	11	06/11/2009	12:49:00 PM	UNKNOWN	-16.33	35.33	0	-2690	20.6529	0.109844	324.6451334	BREEDING	11	2009-11-06 12:49:00
1860	J009115	2009	10	10/11/2009	12:51:00 PM	UNKNOWN	-16.76	36.3	0	-4751	21.93633	0.065845	432.9240079	BREEDING	11	2009-11-10 12:51:00
1861	J009115	2009	11	13/11/2009	12:48:00 PM	UNKNOWN	-15.92	37.72	0	-4699	19.97892	0.128859	592.0505438	BREEDING	11	2009-11-13 12:48:00
1862	J009115	2009	11	14/11/2009	12:51:00 AM	UNKNOWN	-16.65	38.03	0	-5112	19.3709	0.12541	624.5400627	BREEDING	11	2009-11-14 00:51:00
1863	J009115	2009	11	14/11/2009	12:55:00 PM	UNKNOWN	-17.63	37.79	0	-5495	19.71148	0.133487	606.8058546	BREEDING	11	2009-11-14 12:55:00
1864	J009115	2009	11	15/11/2009	1:00:00 AM	UNKNOWN	-18.73	37.83	0	-5023	19.62687	0.111676	635.9662297	BREEDING	11	2009-11-15 01:00:00
1865	J009115	2009	11	15/11/2009	12:53:00 PM	UNKNOWN	-17.09	40.5	0	-5401	17.94551	0.166516	900.4261635	BREEDING	11	2009-11-15 12:53:00
1866	J009115	2009	11	16/11/2009	12:55:00 AM	UNKNOWN	-17.44	41.99	0	-5363	16.65562	0.367793	1067.692345	BREEDING	11	2009-11-16 00:55:00
1867	J009115	2009	11	16/11/2009	12:56:00 PM	UNKNOWN	-17.92	41.76	0	-4621	15.97662	0.191916	1046.55761	BREEDING	11	2009-11-16 12:56:00
1868	J009115	2009	11	17/11/2009	12:52:00 AM	UNKNOWN	-16.89	40.06	0	-4675	18.51409	0.173558	850.6812946	BREEDING	11	2009-11-17 00:52:00
1869	J009115	2009	11	17/11/2009	12:55:00 PM	UNKNOWN	-17.37	38.31	0	-5668	19.74302	0.075476	660.4310084	BREEDING	11	2009-11-17 12:55:00
1870	J009115	2009	11	18/11/2009	12:48:00 AM	UNKNOWN	-15.84	35.97	0	-3099	20.53818	0.096828	399.7544659	BREEDING	11	2009-11-18 00:48:00
1871	J009115	2009	11	18/11/2009	12:51:00 PM	UNKNOWN	-16.57	32.97	0	-2227	22.07686	0.08242	62.80173287	BREEDING	11	2009-11-18 12:51:00
1872	J009115	2009	11	21/11/2009	12:44:00 PM	UNKNOWN	-14.52	35.44	0	-4338	21.65742	0.085396	381.7872623	BREEDING	11	2009-11-21 12:44:00
1873	J009115	2009	11	22/11/2009	12:48:00 AM	UNKNOWN	-15.61	37.05	0	-4713	20.66294	0.110226	521.4711741	BREEDING	11	2009-11-22 00:48:00
1874	J009115	2009	11	22/11/2009	12:56:00 PM	UNKNOWN	-17.45	35.61	0	-4507	21.23295	0.088402	366.6311693	BREEDING	11	2009-11-22 12:56:00
1875	J009115	2009	11	23/11/2009	1:00:00 AM	UNKNOWN	-18.29	34.66	0	-4770	21.60794	0.104249	301.1684672	BREEDING	11	2009-11-23 01:00:00
1876	J009115	2009	11	23/11/2009	1:00:00 PM	UNKNOWN	-18.38	35.27	0	-4572	21.73557	0.092768	363.0643583	BREEDING	11	2009-11-23 13:00:00
1877	J009115	2009	11	24/11/2009	12:57:00 AM	UNKNOWN	-17.72	34.34	0	-4457	21.62228	0.123674	243.503402	BREEDING	11	2009-11-24 00:57:00
1878	J009115	2009	11	24/11/2009	12:56:00 PM	UNKNOWN	-17.43	33.67	0	-3960	21.72481	0.090734	165.8039347	BREEDING	11	2009-11-24 12:56:00
1879	J009115	2009	11	25/11/2009	1:01:00 AM	UNKNOWN	-18.4	35.05	0	-4779	21.68753	0.090129	342.9546241	BREEDING	11	2009-11-25 01:01:00
1880	J009115	2009	11	25/11/2009	1:01:00 PM	UNKNOWN	-18.36	35.9	0	-5264	20.54965	0.097257	424.6325208	BREEDING	11	2009-11-25 13:01:00
1881	J009115	2009	11	26/11/2009	12:55:00 AM	UNKNOWN	-16.82	34.25	0	-4290	21.83595	0.090293	206.8715266	BREEDING	11	2009-11-26 00:55:00
1882	J009115	2009	11	26/11/2009	12:51:00 PM	UNKNOWN	-15.9	33.35	0	-3760	21.45092	0.101617	117.3771887	BREEDING	11	2009-11-26 12:51:00
1883	J009115	2009	11	27/11/2009	12:51:00 AM	UNKNOWN	-15.86	34.22	0	-4020	21.39356	0.084496	209.0018668	BREEDING	11	2009-11-27 00:51:00
1884	J009115	2009	11	27/11/2009	12:46:00 PM	UNKNOWN	-14.57	35.57	0	-4088	21.51402	0.081501	392.434549	BREEDING	11	2009-11-27 12:46:00
1885	J009115	2009	11	28/11/2009	12:46:00 AM	UNKNOWN	-14.53	36.39	0	-1872	19.71506	0.121478	476.7051736	BREEDING	11	2009-11-28 00:46:00
1886	J009115	2009	11	28/11/2009	1:01:00 PM	UNKNOWN	-18.11	32.05	0	-4582	22.67269	0.091481	158.7704846	BREEDING	11	2009-11-28 13:01:00
1887	J009115	2009	11	29/11/2009	1:06:00 AM	UNKNOWN	-19.44	30.1	0	-4724	23.06704	0.070768	380.9844504	LEAVE_BRE	11	2009-11-29 01:06:00
1888	J009115	2009	11	29/11/2009	1:10:00 PM	UNKNOWN	-20.53	30.25	0	-4831	23.19251	0.066852	453.4617456	LEAVE_BRE	11	2009-11-29 13:10:00
1889	J009115	2009	11	30/11/2009	1:00:00 AM	UNKNOWN	-17.86	26.62	0	-3689	23.29146	0.082711	657.0737269	LEAVE_BRE	11	2009-11-30 01:00:00
1890	J009115	2009	11	30/11/2009	1:06:00 PM	UNKNOWN	-19.19	21.66	0	-3441	23.61196	0.862378	1224.055286	LEAVE_BRE	11	2009-11-30 13:06:00
1891	J009115	2009	12	01/12/2009	1:10:00 AM	UNKNOWN	-20.39	21.58	0	-4095	22.96737	0.500244	1263.807408	LEAVE_BRE	11	2009-12-01 01:10:00
1892	J009115	2009	12	01/12/2009	1:11:00 PM	UNKNOWN	-20.59	22.08	0	-4217	22.83688	0.54843	1217.210124	LEAVE_BRE	11	2009-12-01 13:11:00
1893	J009115	2009	12	02/12/2009	1:12:00 AM	UNKNOWN	-20.67	22.3	0	-4230	22.98028	0.462811	1196.76225	LEAVE_BRE	11	2009-12-02 01:12:00
1894	J009115	2009	12	02/12/2009	1:21:00 PM	UNKNOWN	-22.87	19.3	0	-3846	24.4953	0.135589	1589.721072	LEAVE_BRE	11	2009-12-02 13:21:00
1895	J009115	2009	12	03/12/2009	1:22:00 AM	UNKNOWN	-22.95	17.15	0	-3066	24.98788	0.226731	1815.712616	LEAVE_BRE	11	2009-12-03 01:22:00
1896	J009115	2009	12	03/12/2009	1:25:00 PM	UNKNOWN	-23.77	16.2	0	-3654	25.45034	0.179697	1945.007511	LEAVE_BRE	11	2009-12-03 13:25:00
1897	J009115	2009	12	04/12/2009	1:34:00 AM	UNKNOWN	-26.1	17.64	0	-4078	25.06173	0.124576	1903.326525	LEAVE_BRE	11	2009-12-04 01:34:00
1898	J009115	2009	12	04/12/2009	1:43:00 PM	UNKNOWN	-28.17	17.88	0	-4610	25.25604	0.092553	1994.036702	LEAVE_BRE	11	2009-12-04 13:43:00
1899	J009115	2009	12	05/12/2009	1:53:00 AM	UNKNOWN	-30.62	18.42	0	-4835	25.41593	0.078478	2100.453023	LEAVE_BRE	11	2009-12-05 01:53:00
1900	J009115	2009	12	05/12/2009	1:53:00 PM	UNKNOWN	-30.57	21.25	0	-4567	25.00509	0.09596	1864.684911	LEAVE_BRE	11	2009-12-05 13:53:00
1901	J009115	2009	12	06/12/2009	1:44:00 AM	UNKNOWN	-28.27	18.9	0	-4610	25.15064	0.08509	1906.931759	LEAVE_BRE	11	2009-12-06 01:44:00
1902	J009115	2009	12	06/12/2009	1:41:00 PM	UNKNOWN	-27.34	16.81	0	-4599	25.28902	0.108538	2048.304438	LEAVE_BRE	11	2009-12-06 13:41:00
1903	J009115	2009	12	07/12/2009	1:41:00 AM	UNKNOWN	-27.28	17.93	0	-4335	24.96565	0.110041	1938.39266	LEAVE_BRE	11	2009-12-07 01:41:00
1904	J009115	2009	12	07/12/2009	1:52:00 PM	UNKNOWN	-29.98	14.37	0	-5602	26.12289	0.11071	2426.428863	LEAVE_BRE	11	2009-12-07 13:52:00
1905	J009115	2009	12	08/12/2009	1:41:00 AM	UNKNOWN	-27.3	8.05	0	-5064	27.61425	0.101101	2927.550905	LEAVE_BRE	11	2009-12-08 01:41:00
1906	J009115	2009	12	08/12/2009	1:42:00 PM	UNKNOWN	-27.5	4.42	0	-4204	27.41636	-9999	3314.281596	LEAVE_BRE	11	2009-12-08 13:42:00
1907	J009115	2009	12	09/12/2009	1:41:00 AM	UNKNOWN	-27.19	4.41	0	-4183	27.49523	-9999	3304.329267	LEAVE_BRE	11	2009-12-09 01:41:00
1908	J009115	2009	12	09/12/2009	1:55:00 PM	UNKNOWN	-30.76	-0.05	0	-3972	26.79974	-9999	3905.027048	LEAVE_BRE	11	2009-12-09 13:55:00
1909	J009115	2009	10	10/12/2009	1:54:00 AM	UNKNOWN	-30.45	-4.7	0	-4868	26.66996	0.097622	4378.96996	LEAVE_BRE	11	2009-12-10 01:54:00
1910	J009115	2009	10	10/12/2009	2:05:00 PM	UNKNOWN	-33.02	-7.8	0	-4324	27.00839	0.065161	4798.772943	LEAVE_BRE	11	2009-12-10 14:05:00
1911	J009115	2009	11	11/12/2009	2:04:00 AM	UNKNOWN	-32.59	-11.33	0	-5016	27.10948	0.043315	5152.095714	LEAVE_BRE	11	2009-12-11 02:04:00
1912	J009115	2009	11	11/12/2009	2:13:00 PM	UNKNOWN	-34.9	-14.19	0	-4656	27.01412	0.058896	5535.534649	LEAVE_BRE	11	2009-12-11 14:13:00
1913	J009115	2009	12	12/12/2009	2:13:00 AM	UNKNOWN	-34.72	-16.94	0	-4310	28.27963	0.072731	5816.125189	LEAVE_BRE	11	2009-12-12 02:13:00
1914	J009115	2009	12	12/12/2009	2:18:00 PM	UNKNOWN	-36.04	-18.13	0	-3045	28.66394	0.083772	5988.174734	LEAVE_BRE	11	2009-12-12 14:18:00
1915	J009115	2009	12	13/12/2009	2:16:00 AM	UNKNOWN	-35.6	-19.76	0	-4119	28.43307	0.051077	6142.405407	LEAVE_BRE	11	2009-12-13 02:16:00
1916	J009115	2009	12	13/12/2009	2:26:00 PM	UNKNOWN	-37.92	-22.25	0	-3371	26.73162	0.070327	6485.68579	LEAVE_BRE	11	2009-12-13 14:26:00
1917	J009115	2009	12	14/12/2009	2:35:00 AM	UNKNOWN	-39.98	-21.99	0	-539	26.80189	0.124465	6539.094172	LEAVE_BRE	11	2009-12-14 02:35:00
1918	J009115	2009	12	14/12/2009	2:40:00 PM	UNKNOWN	-41.42	-21.96	0	-2	-9999	-9999	6595.928751	LEAVE_BRE	11	2009-12-14 14:40:00
1919	J009115	2009	12	15/12/2009	2:41:00 AM	UNKNOWN	-41.61	-22.83	0	-60	24.85739	0.536414	6692.007259	NOT_BREEDING	11	2009-12-15 02:41:00
1920	J009115	2009	12	15/12/2009	2:46:00 PM	UNKNOWN	-42.55	-23.67	0	-182	25.6805	0.105085	6816.892444	NOT_BREEDING	11	2009-12-15 14:46:00
1921	J009115	2009	12	16/12/2009	2:47:00 AM	UNKNOWN	-42.74	-24.08	0	-878	25.68194	0.098292	6866.331884	NOT_BREEDING	11	2009-12-16 02:47:00
1922	J009115	2009	12	16/12/2009	2:44:00 PM	UNKNOWN	-42.18	-23.63	0	-310	25.5959	0.098497	6797.030935	NOT_BREEDING	11	2009-12-16 14:44:00
1923	J009115	2009	12	17/12/2009	2:49:00 AM	UNKNOWN	-43.12	-22.3	0	804	-9999	-9999	6704.443192	NOT_BREEDING	11	2009-12-17 02:49:00
1924	J009115	2009	12	17/12/2009	2:52:00 PM	UNKNOWN	-43.93	-22.06	0	804	-9999	-9999	6717.313167	NOT_BREEDING	11	2009-12-17 14:52:00
1925	J009115	2009	12	18/12/2009	2:57:00 AM	UNKNOWN	-45	-21.82	0	989	-9999	-9999	6743.724295	NOT_BREEDING	11	2009-12-18 02:57:00
1926	J009115	2009	12	18/12/2009	3:03:00 PM	UNKNOWN	-46.68	-22.25	0	1008	-9999	-9999	6867.5228	NOT_BREEDING	11	2009-12-18 15:03:00
1927	J009115	2009	12	19/12/2009	2:59:00 AM	UNKNOWN	-45.5	-25.03	0	-99	25.75866	0.171942	7083.914559	NOT_BREEDING	11	2009-12-19 02:59:00
1928	J009115	2009	12	19/12/2009	3:00:00 PM	UNKNOWN	-45.81	-26.05	0	-434	26.0727	0.167695	7198.915335	NOT_BREEDING	11	2009-12-19 15:00:00
1929	J009115	2009	12	20/12/2009	2:57:00 AM	UNKNOWN	-44.88	-27.44	0	-2658	25.42597	0.074798	7295.48311	NOT_BREEDING	11	2009-12-20 02:57:00
1930	J009115	2009	12	20/12/2009	2:55:00 PM	UNKNOWN	-44.19	-27.63	0	-2838	25.23668	0.079105	7284.842089	NOT_BREEDING	11	2009-12-20 14:55:00
1931	J009115	2009	12	21/12/2009	2:59:00 AM	UNKNOWN	-45.13	-26.03	0	-1641	26.48498	0.083206	7166.196791	NOT_BREEDING	11	2009-12-21 02:59:00
1932	J009115	2009	12	21/12/2009	3:00:00 PM	UNKNOWN	-45.31	-25.62	0	-149	25.67405	0.145559	7133.63364	NOT_BREEDING	11	2009-12-21 15:00:00
1933	J009115	2009	12	22/12/2009	2:55:00 AM	UNKNOWN	-44	-26.83	0	-2599	25.55001	0.052905	7196.557252	NOT_BREEDING	11	2009-12-22 02:55:00
1934	J009115	2009	12	22/12/2009	2:56:00 PM	UNKNOWN	-44.19	-28.01	0	-3338	24.87388	0.070533	7322.944554	NOT_BREEDING	11	2009-12-22 14:56:00
1935	J009115	2009	12	23/12/2009	3:01:00 AM	UNKNOWN	-45.5	-26.64	0	-2055	26.13365	0.070423	7243.296078	NOT_BREEDING	11	2009-12-23 03:01:00
1936	J009115	2009	12	23/12/2009	3:01:00 PM	UNKNOWN	-45.56	-26.04	0	-671	25.71062	0.130561	7186.558383	NOT_BREEDING	11	2009-12-23 15:01:00
1937	J009115	2009	12	24/12/2009	3:00:00 AM	UNKNOWN	-45.25	-26.46	0	-2082	26.37241	0.068274	7214.257545	NOT_BREEDING	11	2009-12-24 03:00:00
1938	J009115	2009	12	24/12/2009	3:00:00 PM	UNKNOWN	-45.07	-26.27	0	-2116	25.75579	0.07532	7187.359699	NOT_BREEDING	11	2009-12-24 15:00:00
