FID	BIRD_ID	YEAR	MONTH	DATE_	TIME	TYPE	LON	LAT	QUALITY	DEP	SST	CHLA	dist_col	STAGE	ID	timestamp
0	PF0136	2009	6	26/06/2009	1:36:00 AM	UNKNOWN	-23.42	33.75	0	-5459	20.84003	0.059067	663.265408	BREEDING	14	2009-06-26 01:36:00
1	PF0136	2009	6	26/06/2009	2:02:00 PM	UNKNOWN	-29.65	36.71	0	-3422	19.25045	0.084714	1295.183704	BREEDING	14	2009-06-26 14:02:00
2	PF0136	2009	6	27/06/2009	2:15:00 AM	UNKNOWN	-32.87	39.13	0	-2010	18.95934	0.183453	1652.250159	BREEDING	14	2009-06-27 02:15:00
3	PF0136	2009	6	27/06/2009	2:10:00 PM	UNKNOWN	-31.72	37.23	0	-1558	19.61396	0.126993	1487.78496	BREEDING	14	2009-06-27 14:10:00
4	PF0136	2009	6	28/06/2009	2:11:00 AM	UNKNOWN	-31.94	36	0	-2857	20.36538	0.078589	1474.003507	BREEDING	14	2009-06-28 02:11:00
5	PF0136	2009	6	28/06/2009	2:18:00 PM	UNKNOWN	-33.67	36.98	0	-1798	19.85703	0.115203	1647.883942	BREEDING	14	2009-06-28 14:18:00
6	PF0136	2009	6	29/06/2009	2:21:00 AM	UNKNOWN	-34.52	37.48	0	-3064	20.80777	0.086067	1733.785399	BREEDING	14	2009-06-29 02:21:00
7	PF0136	2009	6	29/06/2009	2:28:00 PM	UNKNOWN	-36.24	38.12	0	-3897	20.06137	0.097111	1897.242038	BREEDING	14	2009-06-29 14:28:00
8	PF0136	2009	6	30/06/2009	2:35:00 AM	UNKNOWN	-37.72	38.15	0	-3897	21.24944	0.086047	2024.129739	BREEDING	14	2009-06-30 02:35:00
9	PF0136	2009	6	30/06/2009	2:39:00 PM	UNKNOWN	-38.82	38.04	0	-3976	21.04223	0.056233	2116.120254	BREEDING	14	2009-06-30 14:39:00
10	PF0136	2009	7	01/07/2009	2:46:00 AM	UNKNOWN	-40.54	37.78	0	-5138	23.36387	0.060932	2260.309952	BREEDING	14	2009-07-01 02:46:00
11	PF0136	2009	7	01/07/2009	3:05:00 PM	UNKNOWN	-45.39	39.16	0	-4455	23.59833	0.10297	2698.759749	BREEDING	14	2009-07-01 15:05:00
12	PF0136	2009	7	02/07/2009	3:02:00 AM	UNKNOWN	-44.62	42.97	0	-4875	21.30178	0.188601	2721.002989	BREEDING	14	2009-07-02 03:02:00
13	PF0136	2009	7	02/07/2009	2:59:00 PM	UNKNOWN	-43.72	42.9	0	-4850	21.28027	0.161367	2648.621792	BREEDING	14	2009-07-02 14:59:00
14	PF0136	2009	7	03/07/2009	3:05:00 AM	UNKNOWN	-45.2	41.4	0	-4845	21.44088	0.15245	2724.644096	BREEDING	14	2009-07-03 03:05:00
15	PF0136	2009	7	03/07/2009	3:05:00 PM	UNKNOWN	-45.3	41.05	0	-4742	21.92772	0.153517	2724.905678	BREEDING	14	2009-07-03 15:05:00
16	PF0136	2009	7	04/07/2009	3:05:00 AM	UNKNOWN	-45.15	41.24	0	-4823	21.41507	0.13903	2716.858798	BREEDING	14	2009-07-04 03:05:00
17	PF0136	2009	7	04/07/2009	3:01:00 PM	UNKNOWN	-44.25	40.89	0	-4829	22.92077	0.095391	2635.050713	BREEDING	14	2009-07-04 15:01:00
18	PF0136	2009	7	05/07/2009	2:47:00 AM	UNKNOWN	-40.48	43.05	0	-4957	19.5057	0.227578	2405.389221	BREEDING	14	2009-07-05 02:47:00
19	PF0136	2009	7	05/07/2009	2:54:00 PM	UNKNOWN	-42.34	44.92	0	-4646	17.67018	-9999	2621.746352	BREEDING	14	2009-07-05 14:54:00
20	PF0136	2009	7	06/07/2009	2:38:00 AM	UNKNOWN	-38.19	48.47	0	-4526	16.21395	0.290614	2543.069622	BREEDING	14	2009-07-06 02:38:00
21	PF0136	2009	7	06/07/2009	2:26:00 PM	UNKNOWN	-35.42	48.92	0	-4064	13.5926	0.577142	2417.928691	BREEDING	14	2009-07-06 14:26:00
22	PF0136	2009	7	07/07/2009	2:22:00 AM	UNKNOWN	-34.4	48.02	0	-4674	15.16785	0.505713	2295.002955	BREEDING	14	2009-07-07 02:22:00
23	PF0136	2009	7	07/07/2009	2:19:00 PM	UNKNOWN	-33.63	48.09	0	-4085	14.94128	-9999	2258.791353	BREEDING	14	2009-07-07 14:19:00
24	PF0136	2009	7	08/07/2009	2:20:00 AM	UNKNOWN	-33.86	47.55	0	-4386	15.54571	0.555841	2229.980358	BREEDING	14	2009-07-08 02:20:00
25	PF0136	2009	7	08/07/2009	2:06:00 PM	UNKNOWN	-30.09	46.57	0	-3640	14.81723	-9999	1952.858643	BREEDING	14	2009-07-08 14:06:00
26	PF0136	2009	7	09/07/2009	1:56:00 AM	UNKNOWN	-27.7	45.87	0	-2395	16.56313	0.342393	1776.954608	BREEDING	14	2009-07-09 01:56:00
27	PF0136	2009	7	09/07/2009	2:04:00 PM	UNKNOWN	-29.55	47.16	0	-3133	14.29239	-9999	1976.816884	BREEDING	14	2009-07-09 14:04:00
28	PF0136	2009	7	10/07/2009	2:02:00 AM	UNKNOWN	-29.16	48.57	0	-3399	14.1705	-9999	2084.602899	BREEDING	14	2009-07-10 02:02:00
29	PF0136	2009	7	10/07/2009	1:39:00 PM	UNKNOWN	-23.27	47.11	0	-3499	15.61669	0.468076	1731.47381	BREEDING	14	2009-07-10 13:39:00
30	PF0136	2009	7	11/07/2009	1:36:00 AM	UNKNOWN	-22.63	43.81	0	-3931	17.22635	0.318523	1375.013192	BREEDING	14	2009-07-11 01:36:00
31	PF0136	2009	7	11/07/2009	1:35:00 PM	UNKNOWN	-22.49	44.03	0	-4582	17.51029	0.240657	1392.602611	BREEDING	14	2009-07-11 13:35:00
32	PF0136	2009	7	12/07/2009	1:25:00 AM	UNKNOWN	-19.85	45.93	0	-4817	16.53732	0.241448	1529.509867	BREEDING	14	2009-07-12 01:25:00
33	PF0136	2009	7	12/07/2009	1:14:00 PM	UNKNOWN	-17.08	45.79	0	-4755	16.75887	-9999	1487.376832	BREEDING	14	2009-07-12 13:14:00
34	PF0136	2009	7	13/07/2009	1:12:00 AM	UNKNOWN	-16.69	44.31	0	-3883	17.46225	0.312308	1322.177958	BREEDING	14	2009-07-13 01:12:00
35	PF0136	2009	7	13/07/2009	1:00:00 PM	UNKNOWN	-13.55	43.51	0	-4592	18.29755	0.108991	1259.273245	BREEDING	14	2009-07-13 13:00:00
36	PF0136	2009	7	14/07/2009	1:07:00 AM	UNKNOWN	-15.16	40.1	0	-5329	20.65577	0.096283	862.3713179	BREEDING	14	2009-07-14 01:07:00
37	PF0136	2009	7	14/07/2009	1:00:00 PM	UNKNOWN	-13.52	38.81	0	-3858	21.03936	0.098625	759.3231492	BREEDING	14	2009-07-14 13:00:00
38	PF0136	2009	7	15/07/2009	1:00:00 AM	UNKNOWN	-13.51	37.61	0	-4548	21.16412	0.10154	637.4836153	BREEDING	14	2009-07-15 01:00:00
39	PF0136	2009	7	15/07/2009	1:01:00 PM	UNKNOWN	-13.75	37.71	0	-4580	20.8766	0.08468	638.7313426	BREEDING	14	2009-07-15 13:01:00
40	PF0136	2009	8	02/08/2009	1:14:00 PM	UNKNOWN	-16.93	26.94	0	-3648	23.31799	0.089102	609.341348	BREEDING	14	2009-08-02 13:14:00
41	PF0136	2009	8	03/08/2009	1:19:00 AM	UNKNOWN	-18.07	25.7	0	-3221	23.8837	0.06871	761.4082249	BREEDING	14	2009-08-03 01:19:00
42	PF0136	2009	8	03/08/2009	1:24:00 PM	UNKNOWN	-19.45	26.16	0	-3818	24.33254	0.097375	751.7624652	BREEDING	14	2009-08-03 13:24:00
43	PF0136	2009	8	05/08/2009	1:29:00 PM	UNKNOWN	-20.75	37.12	0	-3968	23.49437	0.060861	652.5071857	BREEDING	14	2009-08-05 13:29:00
44	PF0136	2009	8	06/08/2009	1:39:00 AM	UNKNOWN	-23.27	35.04	0	-4987	24.71972	0.065942	692.2836305	BREEDING	14	2009-08-06 01:39:00
45	PF0136	2009	8	06/08/2009	1:54:00 PM	UNKNOWN	-27.03	36.2	0	-3414	23.89302	0.056485	1055.410741	BREEDING	14	2009-08-06 13:54:00
46	PF0136	2009	8	07/08/2009	2:02:00 AM	UNKNOWN	-29.05	38.23	0	-378	22.98315	0.098973	1308.771258	BREEDING	14	2009-08-07 02:02:00
47	PF0136	2009	8	07/08/2009	2:13:00 PM	UNKNOWN	-31.69	39.12	0	-1337	22.66193	0.082735	1558.093383	BREEDING	14	2009-08-07 14:13:00
48	PF0136	2009	8	08/08/2009	2:26:00 AM	UNKNOWN	-35.08	38.26	0	-4098	24.27231	0.087433	1803.075379	BREEDING	14	2009-08-08 02:26:00
49	PF0136	2009	8	08/08/2009	2:37:00 PM	UNKNOWN	-37.84	38.05	0	-4027	25.00007	0.055916	2032.149409	BREEDING	14	2009-08-08 14:37:00
50	PF0136	2009	8	09/08/2009	2:40:00 AM	UNKNOWN	-38.74	40.27	0	-4728	23.3395	0.089722	2167.628896	BREEDING	14	2009-08-09 02:40:00
51	PF0136	2009	8	09/08/2009	2:49:00 PM	UNKNOWN	-41	41.76	0	-4846	22.68057	0.126079	2397.611225	BREEDING	14	2009-08-09 14:49:00
52	PF0136	2009	8	10/08/2009	3:02:00 AM	UNKNOWN	-44.15	40.98	0	-4858	24.33039	0.076731	2628.954952	BREEDING	14	2009-08-10 03:02:00
53	PF0136	2009	8	10/08/2009	3:07:00 PM	UNKNOWN	-45.42	39.94	0	-4359	25.29332	0.092949	2713.324748	BREEDING	14	2009-08-10 15:07:00
54	PF0136	2009	8	11/08/2009	3:09:00 AM	UNKNOWN	-45.94	41.06	0	-4626	24.12605	0.089926	2777.746351	BREEDING	14	2009-08-11 03:09:00
55	PF0136	2009	8	11/08/2009	3:10:00 PM	UNKNOWN	-46.21	40.89	0	-4372	24.94629	0.089989	2796.604533	BREEDING	14	2009-08-11 15:10:00
56	PF0136	2009	8	12/08/2009	3:05:00 AM	UNKNOWN	-45.1	42.63	0	-4896	23.40403	0.101255	2748.603895	BREEDING	14	2009-08-12 03:05:00
57	PF0136	2009	8	12/08/2009	2:49:00 PM	UNKNOWN	-41	40.97	0	-4702	23.46067	0.094335	2372.353109	BREEDING	14	2009-08-12 14:49:00
58	PF0136	2009	8	13/08/2009	2:37:00 AM	UNKNOWN	-37.9	40.11	0	-4578	23.01326	0.098392	2094.258573	BREEDING	14	2009-08-13 02:37:00
59	PF0136	2009	8	13/08/2009	2:22:00 PM	UNKNOWN	-34.29	40.14	0	-3855	22.06037	0.087085	1807.245962	BREEDING	14	2009-08-13 14:22:00
60	PF0136	2009	8	14/08/2009	2:06:00 AM	UNKNOWN	-30.44	40.65	0	-1691	21.89259	0.089642	1543.501306	BREEDING	14	2009-08-14 02:06:00
61	PF0136	2009	8	14/08/2009	1:55:00 PM	UNKNOWN	-27.71	41.83	0	-2590	19.73729	0.098136	1441.709904	BREEDING	14	2009-08-14 13:55:00
62	PF0136	2009	8	15/08/2009	1:31:00 AM	UNKNOWN	-21.74	45.46	0	-3963	14.81293	0.473359	1518.635059	BREEDING	14	2009-08-15 01:31:00
63	PF0136	2009	8	15/08/2009	1:14:00 PM	UNKNOWN	-17.39	46.7	0	-4562	16.33943	1.123768	1589.478046	BREEDING	14	2009-08-15 13:14:00
64	PF0136	2009	8	16/08/2009	1:09:00 AM	UNKNOWN	-16.16	43.78	0	-3927	18.56499	0.182464	1263.461662	BREEDING	14	2009-08-16 01:09:00
65	PF0136	2009	8	16/08/2009	12:53:00 PM	UNKNOWN	-12.19	41.84	0	-4983	20.16677	0.11243	1113.87047	BREEDING	14	2009-08-16 12:53:00
66	PF0136	2009	8	17/08/2009	1:01:00 AM	UNKNOWN	-14.21	34.74	0	-3586	22.79099	0.078212	333.0699941	BREEDING	14	2009-08-17 01:01:00
67	PF0136	2009	8	17/08/2009	1:08:00 PM	UNKNOWN	-16.12	35.33	0	-2580	23.52377	0.083604	326.0186634	BREEDING	14	2009-08-17 13:08:00
68	PF0136	2009	9	01/09/2009	1:12:00 PM	UNKNOWN	-18.01	30.73	0	-4568	23.99412	0.05898	236.5513428	BREEDING	14	2009-09-01 13:12:00
69	PF0136	2009	9	09/09/2009	2:09:00 PM	UNKNOWN	-32.81	37.39	0	-835	24.01276	0.080738	1585.260975	BREEDING	14	2009-09-09 14:09:00
70	PF0136	2009	9	10/09/2009	2:01:00 AM	UNKNOWN	-30.85	34.18	0	-2637	25.48404	0.051661	1348.124251	BREEDING	14	2009-09-10 02:01:00
71	PF0136	2009	9	10/09/2009	1:55:00 PM	UNKNOWN	-29.52	36.97	0	-3632	23.86362	0.077433	1293.383666	BREEDING	14	2009-09-10 13:55:00
72	PF0136	2009	9	11/09/2009	1:44:00 AM	UNKNOWN	-26.82	41.45	0	-3065	20.10224	0.110699	1359.085177	BREEDING	14	2009-09-11 01:44:00
73	PF0136	2009	9	11/09/2009	1:20:00 PM	UNKNOWN	-20.86	34.26	0	-5232	23.95683	0.06191	455.8723002	BREEDING	14	2009-09-11 13:20:00
74	PF0136	2009	10	08/10/2009	1:03:00 PM	UNKNOWN	-18.87	30.51	0	-4700	23.8414	0.060587	309.9561372	BREEDING	14	2009-10-08 13:03:00
75	PF0136	2009	10	09/10/2009	1:21:00 AM	UNKNOWN	-23.53	39.58	0	-3781	20.55682	0.075124	1017.389037	BREEDING	14	2009-10-09 01:21:00
76	PF0136	2009	10	09/10/2009	1:28:00 PM	UNKNOWN	-25.19	48.48	0	-3543	15.12124	-9999	1928.349858	BREEDING	14	2009-10-09 13:28:00
77	PF0136	2009	10	10/10/2009	1:30:00 AM	UNKNOWN	-25.85	44.59	0	-2861	17.7806	0.14171	1577.211624	BREEDING	14	2009-10-10 01:30:00
78	PF0136	2009	10	10/10/2009	1:30:00 PM	UNKNOWN	-25.89	45	0	-3367	16.56313	0.279224	1616.849626	BREEDING	14	2009-10-10 13:30:00
79	PF0136	2009	11	11/10/2009	1:30:00 AM	UNKNOWN	-25.79	42.97	0	-3285	16.43264	-9999	1428.675154	BREEDING	14	2009-10-11 01:30:00
80	PF0136	2009	11	11/10/2009	1:27:00 PM	UNKNOWN	-25.07	44.98	0	-2870	15.01799	0.314643	1580.712605	BREEDING	14	2009-10-11 13:27:00
81	PF0136	2009	12	12/10/2009	1:34:00 AM	UNKNOWN	-26.86	49.39	0	-3201	10.82283	-9999	2073.655139	BREEDING	14	2009-10-12 01:34:00
82	PF0136	2009	12	12/10/2009	1:36:00 PM	UNKNOWN	-27.39	51.87	0	-3824	9.069763	-9999	2335.474084	BREEDING	14	2009-10-12 13:36:00
83	PF0136	2009	10	13/10/2009	1:38:00 AM	UNKNOWN	-27.92	50.81	0	-2985	13.04624	1.267637	2248.311352	BREEDING	14	2009-10-13 01:38:00
84	PF0136	2009	10	14/10/2009	1:04:00 PM	UNKNOWN	-19.38	42.47	0	-4428	18.57647	0.14487	1146.415408	BREEDING	14	2009-10-14 13:04:00
85	PF0136	2009	10	15/10/2009	12:54:00 AM	UNKNOWN	-17.03	39.64	0	-4862	20.64501	0.082354	804.7501272	BREEDING	14	2009-10-15 00:54:00
86	PF0136	2009	10	15/10/2009	12:50:00 PM	UNKNOWN	-16.19	33.95	0	-3965	23.06489	0.065805	173.0940046	BREEDING	14	2009-10-15 12:50:00
87	PF0136	2009	10	16/10/2009	12:54:00 AM	UNKNOWN	-17.09	38.04	0	-5543	21.63232	0.083604	627.9289377	BREEDING	14	2009-10-16 00:54:00
88	PF0136	2009	10	16/10/2009	12:59:00 PM	UNKNOWN	-18.36	35.98	0	-5449	22.78239	0.077535	432.7285044	BREEDING	14	2009-10-16 12:59:00
89	PF0136	2009	10	17/10/2009	1:15:00 AM	UNKNOWN	-22.39	42.56	0	-3451	18.85036	0.141679	1241.521717	BREEDING	14	2009-10-17 01:15:00
90	PF0136	2009	10	17/10/2009	1:30:00 PM	UNKNOWN	-26.17	41.8	0	-2855	19.73872	0.126712	1349.44627	BREEDING	14	2009-10-17 13:30:00
91	PF0136	2009	10	18/10/2009	1:37:00 AM	UNKNOWN	-28.07	37.03	0	-3519	21.64164	0.085922	1175.488692	BREEDING	14	2009-10-18 01:37:00
92	PF0136	2009	10	18/10/2009	1:40:00 PM	UNKNOWN	-28.72	39.26	0	-1468	19.77242	0.148817	1337.962973	BREEDING	14	2009-10-18 13:40:00
93	PF0136	2009	10	19/10/2009	1:46:00 AM	UNKNOWN	-30.11	40.23	0	-1711	20.51308	0.107531	1495.286724	BREEDING	14	2009-10-19 01:46:00
94	PF0136	2009	10	19/10/2009	1:39:00 PM	UNKNOWN	-28.51	45.94	0	-2680	16.96322	0.187899	1821.326894	BREEDING	14	2009-10-19 13:39:00
95	PF0136	2009	10	20/10/2009	1:38:00 AM	UNKNOWN	-28.28	47	0	-3284	15.24026	0.336318	1904.468565	BREEDING	14	2009-10-20 01:38:00
96	PF0136	2009	10	20/10/2009	1:36:00 PM	UNKNOWN	-27.93	46.77	0	-2279	15.0983	0.370799	1868.215271	BREEDING	14	2009-10-20 13:36:00
97	PF0136	2009	10	21/10/2009	1:19:00 AM	UNKNOWN	-23.58	39.29	0	-3912	20.71384	0.08045	996.0413877	BREEDING	14	2009-10-21 01:19:00
98	PF0136	2009	10	21/10/2009	12:59:00 PM	UNKNOWN	-18.6	40.66	0	-5295	19.94163	0.121982	935.8643501	BREEDING	14	2009-10-21 12:59:00
99	PF0136	2009	10	22/10/2009	12:54:00 AM	UNKNOWN	-17.24	45.75	0	-4858	16.44698	0.271974	1483.478173	BREEDING	14	2009-10-22 00:54:00
100	PF0136	2009	10	22/10/2009	12:52:00 PM	UNKNOWN	-16.88	43.09	0	-4223	18.33914	0.180388	1187.033347	BREEDING	14	2009-10-22 12:52:00
101	PF0136	2009	10	23/10/2009	12:52:00 AM	UNKNOWN	-16.9	43.36	0	-4297	18.23446	0.191229	1217.067158	BREEDING	14	2009-10-23 00:52:00
102	PF0136	2009	10	23/10/2009	12:52:00 PM	UNKNOWN	-16.92	42.81	0	-4895	18.00358	0.17936	1156.054869	BREEDING	14	2009-10-23 12:52:00
103	PF0136	2009	10	24/10/2009	12:55:00 AM	UNKNOWN	-17.68	43.08	0	-4275	18.46246	0.205795	1190.071753	BREEDING	14	2009-10-24 00:55:00
104	PF0136	2009	10	24/10/2009	12:56:00 PM	UNKNOWN	-17.95	44.11	0	-4545	17.48376	0.219838	1306.115265	BREEDING	14	2009-10-24 12:56:00
105	PF0136	2009	10	25/10/2009	12:49:00 AM	UNKNOWN	-16.22	40.41	0	-4714	20.10009	0.102169	889.0484777	BREEDING	14	2009-10-25 00:49:00
106	PF0136	2009	10	25/10/2009	12:45:00 PM	UNKNOWN	-15.35	37.79	0	-4999	21.34409	0.085214	606.346707	BREEDING	14	2009-10-25 12:45:00
107	PF0136	2009	10	26/10/2009	12:46:00 AM	UNKNOWN	-15.62	39.02	0	-4663	20.78196	0.095568	738.35732	BREEDING	14	2009-10-26 00:46:00
108	PF0136	2009	10	26/10/2009	12:47:00 PM	UNKNOWN	-15.76	38.96	0	-5424	20.95045	0.089	730.5103731	BREEDING	14	2009-10-26 12:47:00
109	PF0136	2009	10	27/10/2009	12:50:00 AM	UNKNOWN	-16.64	39.7	0	-4767	20.10511	0.084238	810.0106983	BREEDING	14	2009-10-27 00:50:00
110	PF0136	2009	10	27/10/2009	1:01:00 PM	UNKNOWN	-19.15	36.82	0	-4989	22.35362	0.071688	547.4924643	BREEDING	14	2009-10-27 13:01:00
111	PF0136	2009	10	28/10/2009	1:16:00 AM	UNKNOWN	-22.92	38	0	-3884	21.35412	0.095293	852.7242088	BREEDING	14	2009-10-28 01:16:00
112	PF0136	2009	10	28/10/2009	1:17:00 PM	UNKNOWN	-23.3	43.1	0	-3445	18.94357	0.11678	1329.185176	BREEDING	14	2009-10-28 13:17:00
113	PF0136	2009	10	29/10/2009	1:30:00 AM	UNKNOWN	-26.43	45.59	0	-3013	16.64845	0.27151	1694.802819	BREEDING	14	2009-10-29 01:30:00
114	PF0136	2009	10	29/10/2009	1:28:00 PM	UNKNOWN	-25.94	49.74	0	-3484	13.91453	0.671189	2078.176206	BREEDING	14	2009-10-29 13:28:00
115	PF0136	2009	10	30/10/2009	1:29:00 AM	UNKNOWN	-26.32	50.09	0	-3399	13.19251	0.342683	2125.029189	BREEDING	14	2009-10-30 01:29:00
116	PF0136	2009	10	30/10/2009	1:26:00 PM	UNKNOWN	-25.58	51.17	0	-3875	13.25346	0.347902	2212.411371	BREEDING	14	2009-10-30 13:26:00
117	PF0136	2009	10	31/10/2009	1:26:00 AM	UNKNOWN	-25.59	51.23	0	-3916	13.27855	0.638527	2218.816989	BREEDING	14	2009-10-31 01:26:00
118	PF0136	2009	10	31/10/2009	1:33:00 PM	UNKNOWN	-27.34	48.85	0	-2685	13.46067	0.421853	2038.495919	BREEDING	14	2009-10-31 13:33:00
119	PF0136	2009	11	01/11/2009	1:16:00 AM	UNKNOWN	-22.97	42.48	0	-3735	16.58536	0.199332	1255.903941	BREEDING	14	2009-11-01 01:16:00
120	PF0136	2009	11	01/11/2009	1:01:00 PM	UNKNOWN	-19.35	40.51	0	-5070	17.78777	0.158561	935.6554653	BREEDING	14	2009-11-01 13:01:00
121	PF0136	2009	11	02/11/2009	12:50:00 AM	UNKNOWN	-16.6	41.43	0	-5395	16.82555	0.239634	1002.139872	BREEDING	14	2009-11-02 00:50:00
122	PF0136	2009	11	02/11/2009	12:50:00 PM	UNKNOWN	-16.6	37.1	0	-4848	20.24994	0.118238	521.1402675	BREEDING	14	2009-11-02 12:50:00
123	PF0136	2009	11	03/11/2009	12:50:00 AM	UNKNOWN	-16.6	36.76	0	-4060	20.38331	0.094542	483.3765653	BREEDING	14	2009-11-03 00:50:00
124	PF0136	2009	11	03/11/2009	12:49:00 PM	UNKNOWN	-16.35	37.11	0	-5027	19.86348	0.117622	522.2517358	BREEDING	14	2009-11-03 12:49:00
125	PF0136	2009	11	04/11/2009	12:48:00 AM	UNKNOWN	-16.23	36.44	0	-4434	20.4507	0.116584	448.2528567	BREEDING	14	2009-11-04 00:48:00
126	PF0136	2009	11	04/11/2009	12:46:00 PM	UNKNOWN	-15.6	37.12	0	-4693	20.55108	0.113432	529.2913846	BREEDING	14	2009-11-04 12:46:00
127	PF0136	2009	11	05/11/2009	12:47:00 AM	UNKNOWN	-15.97	37.77	0	-4886	20.21983	0.116458	597.2181012	BREEDING	14	2009-11-05 00:47:00
128	PF0136	2009	11	05/11/2009	12:50:00 PM	UNKNOWN	-16.59	37.13	0	-4746	20.3073	0.123884	524.4534292	BREEDING	14	2009-11-05 12:50:00
129	PF0136	2009	11	06/11/2009	12:59:00 AM	UNKNOWN	-18.71	38.39	0	-5115	20.02194	0.117847	694.4101757	BREEDING	14	2009-11-06 00:59:00
130	PF0136	2009	11	06/11/2009	1:06:00 PM	UNKNOWN	-20.46	38.69	0	-4696	20.62565	0.090597	784.9389491	BREEDING	14	2009-11-06 13:06:00
131	PF0136	2009	11	07/11/2009	1:28:00 AM	UNKNOWN	-26.08	42.1	0	-2924	17.41206	0.192198	1369.288717	BREEDING	14	2009-11-07 01:28:00
132	PF0136	2009	11	07/11/2009	1:32:00 PM	UNKNOWN	-27.19	47.02	0	-2515	14.41643	-9999	1859.584108	BREEDING	14	2009-11-07 13:32:00
133	PF0136	2009	11	08/11/2009	1:34:00 AM	UNKNOWN	-27.56	46.02	0	-2904	14.72904	0.215426	1783.991534	BREEDING	14	2009-11-08 01:34:00
134	PF0136	2009	11	08/11/2009	1:39:00 PM	UNKNOWN	-28.68	45	0	-1827	15.4317	-9999	1749.622705	BREEDING	14	2009-11-08 13:39:00
135	PF0136	2009	11	09/11/2009	1:31:00 AM	UNKNOWN	-26.79	41.96	0	-2971	17.12669	0.183502	1397.527505	BREEDING	14	2009-11-09 01:31:00
136	PF0136	2009	11	09/11/2009	1:25:00 PM	UNKNOWN	-25.28	41.15	0	-3493	17.39628	0.161184	1246.200767	BREEDING	14	2009-11-09 13:25:00
137	PF0136	2009	10	10/11/2009	1:12:00 AM	UNKNOWN	-22.15	39.53	0	-3881	21.37277	0.076354	940.7894926	BREEDING	14	2009-11-10 01:12:00
138	PF0136	2009	10	10/11/2009	12:56:00 PM	UNKNOWN	-18.01	40.6	0	-5387	20.09435	0.143336	920.0853477	BREEDING	14	2009-11-10 12:56:00
139	PF0136	2009	11	11/11/2009	12:46:00 AM	UNKNOWN	-15.62	41.62	0	-5326	16.61404	0.223932	1025.980138	BREEDING	14	2009-11-11 00:46:00
140	PF0136	2009	11	11/11/2009	12:49:00 PM	UNKNOWN	-16.36	37.64	0	-4398	20.13594	0.108792	581.1042359	BREEDING	14	2009-11-11 12:49:00
141	PF0136	2009	12	12/11/2009	12:51:00 AM	UNKNOWN	-16.72	37.1	0	-4571	18.3628	0.15286	521.494232	BREEDING	14	2009-11-12 00:51:00
142	PF0136	2009	12	12/11/2009	12:50:00 PM	UNKNOWN	-16.58	37.69	0	-4743	18.56356	0.154623	586.6422163	BREEDING	14	2009-11-12 12:50:00
143	PF0136	2009	11	13/11/2009	12:49:00 AM	UNKNOWN	-16.31	37.44	0	-3798	20.40051	0.123696	558.992131	BREEDING	14	2009-11-13 00:49:00
144	PF0136	2009	11	13/11/2009	12:54:00 PM	UNKNOWN	-17.42	35.26	0	-4249	21.48749	0.122273	328.373315	BREEDING	14	2009-11-13 12:54:00
145	PF0136	2009	11	14/11/2009	12:59:00 AM	UNKNOWN	-18.65	35.03	0	-4795	21.74919	0.099508	353.6594103	BREEDING	14	2009-11-14 00:59:00
146	PF0136	2009	11	14/11/2009	12:43:00 PM	UNKNOWN	-14.63	41.08	0	-5350	17.82935	0.201673	977.0300558	BREEDING	14	2009-11-14 12:43:00
147	PF0136	2009	11	15/11/2009	12:53:00 AM	UNKNOWN	-17.11	45.73	0	-4790	13.64566	0.196997	1480.807961	BREEDING	14	2009-11-15 00:53:00
148	PF0136	2009	11	15/11/2009	1:04:00 PM	UNKNOWN	-19.84	45.49	0	-4312	15.17358	-9999	1481.570672	BREEDING	14	2009-11-15 13:04:00
149	PF0136	2009	11	16/11/2009	12:59:00 AM	UNKNOWN	-18.56	42.24	0	-4875	15.77085	0.238029	1107.389598	BREEDING	14	2009-11-16 00:59:00
150	PF0136	2009	11	16/11/2009	1:01:00 PM	UNKNOWN	-18.92	40.4	0	-4968	18.55496	0.173816	914.0562358	BREEDING	14	2009-11-16 13:01:00
151	PF0136	2009	11	17/11/2009	12:50:00 AM	UNKNOWN	-16.27	37.48	0	-3723	20.21194	0.107827	563.5432821	BREEDING	14	2009-11-17 00:50:00
152	PF0136	2009	11	17/11/2009	12:48:00 PM	UNKNOWN	-15.87	34.39	0	-3930	21.2394	0.092266	226.9833269	BREEDING	14	2009-11-17 12:48:00
153	PF0136	2009	11	18/11/2009	12:43:00 AM	UNKNOWN	-14.47	33.38	0	-4335	21.10819	0.118974	215.8519332	BREEDING	14	2009-11-18 00:43:00
154	PF0136	2009	11	18/11/2009	12:43:00 PM	UNKNOWN	-14.44	31.52	0	-4142	22.09263	0.08806	215.8228181	BREEDING	14	2009-11-18 12:43:00
155	PF0136	2009	11	19/11/2009	12:44:00 AM	UNKNOWN	-14.66	31.9	0	-4420	22.03671	0.100799	179.9004975	LEAVE_BRE	14	2009-11-19 00:44:00
156	PF0136	2009	11	19/11/2009	12:39:00 PM	UNKNOWN	-13.39	33.37	0	-4446	21.28744	0.084402	306.9177276	LEAVE_BRE	14	2009-11-19 12:39:00
157	PF0136	2009	11	20/11/2009	12:48:00 AM	UNKNOWN	-15.61	36.3	0	-3979	20.29153	0.10785	439.3548573	LEAVE_BRE	14	2009-11-20 00:48:00
