CONT_ID	DATEGMT	Month	Year	MAIN_tracking_Year	LON	LAT	COLONY	stage	UNIQUE_ID	timestamps
719	05/05/2010 12:38	5	2010	2010	-10.32	31.59	SEL	BREEDING	3	2010-05-05 12:38:00
720	06/05/2010 00:58	5	2010	2010	-17.20563	24.83641	SEL	BREEDING	3	2010-05-06 00:58:00
721	06/05/2010 12:47	5	2010	2010	-19.07708	16.04094	SEL	BREEDING	3	2010-05-06 12:47:00
722	07/05/2010 00:33	5	2010	2010	-17.45271	18.50734	SEL	BREEDING	3	2010-05-07 00:33:00
723	07/05/2010 12:35	5	2010	2010	-17.96271	23.77734	SEL	BREEDING	3	2010-05-07 12:35:00
724	08/05/2010 00:26	5	2010	2010	-13.84708	26.25094	SEL	BREEDING	3	2010-05-08 00:26:00
725	08/05/2010 12:28	5	2010	2010	-14.35708	28.97094	SEL	BREEDING	3	2010-05-08 12:28:00
726	09/05/2010 00:37	5	2010	2010	-16.60708	26.48094	SEL	BREEDING	3	2010-05-09 00:37:00
727	09/05/2010 12:39	5	2010	2010	-16.86708	23.91094	SEL	BREEDING	3	2010-05-09 12:39:00
728	10/05/2010 00:34	5	2010	2010	-15.62708	26.14094	SEL	BREEDING	3	2010-05-10 00:34:00
729	10/05/2010 12:35	5	2010	2010	-16.00708	27.40094	SEL	BREEDING	3	2010-05-10 12:35:00
730	11/05/2010 00:34	5	2010	2010	-15.87708	28.07094	SEL	BREEDING	3	2010-05-11 00:34:00
731	11/05/2010 12:36	5	2010	2010	-16.38708	28.44094	SEL	BREEDING	3	2010-05-11 12:36:00
732	12/05/2010 00:32	5	2010	2010	-15.26708	30.12094	SEL	BREEDING	3	2010-05-12 00:32:00
733	12/05/2010 12:20	5	2010	2010	-13.89	28.77094	SEL	BREEDING	3	2010-05-12 12:20:00
734	13/05/2010 00:24	5	2010	2010	-15.26271	23.34734	SEL	BREEDING	3	2010-05-13 00:24:00
735	13/05/2010 12:28	5	2010	2010	-18.17563	21.32141	SEL	BREEDING	3	2010-05-13 12:28:00
736	14/05/2010 00:29	5	2010	2010	-18.29563	22.66141	SEL	BREEDING	3	2010-05-14 00:29:00
737	14/05/2010 12:30	5	2010	2010	-18.54563	22.52141	SEL	BREEDING	3	2010-05-14 12:30:00
738	15/05/2010 00:29	5	2010	2010	-16.64271	24.82734	SEL	BREEDING	3	2010-05-15 00:29:00
739	15/05/2010 12:34	5	2010	2010	-15.63708	25.02094	SEL	BREEDING	3	2010-05-15 12:34:00
740	16/05/2010 00:26	5	2010	2010	-13.88708	28.08094	SEL	BREEDING	3	2010-05-16 00:26:00
741	16/05/2010 12:34	5	2010	2010	-9.53	29.83	SEL	BREEDING	3	2010-05-16 12:34:00
742	17/05/2010 00:37	5	2010	2010	-10.15	31.31	SEL	BREEDING	3	2010-05-17 00:37:00
743	17/05/2010 12:28	5	2010	2010	-14.37708	30.12094	SEL	BREEDING	3	2010-05-17 12:28:00
744	18/05/2010 00:28	5	2010	2010	-13.66417	26.67687	SEL	BREEDING	3	2010-05-18 00:28:00
745	18/05/2010 12:27	5	2010	2010	-13.41417	26.54688	SEL	BREEDING	3	2010-05-18 12:27:00
746	19/05/2010 00:32	5	2010	2010	-15.23708	25.44094	SEL	BREEDING	3	2010-05-19 00:32:00
747	19/05/2010 12:34	5	2010	2010	-15.85708	25.06094	SEL	BREEDING	3	2010-05-19 12:34:00
748	20/05/2010 00:39	5	2010	2010	-16.85708	24.41094	SEL	BREEDING	3	2010-05-20 00:39:00
749	20/05/2010 12:33	5	2010	2010	-17.34271	22.37734	SEL	BREEDING	3	2010-05-20 12:33:00
750	21/05/2010 00:25	5	2010	2010	-15.46271	23.09734	SEL	BREEDING	3	2010-05-21 00:25:00
751	21/05/2010 12:40	5	2010	2010	-17.20708	26.87094	SEL	BREEDING	3	2010-05-21 12:40:00
752	22/05/2010 00:39	5	2010	2010	-10.59	30.35	SEL	BREEDING	3	2010-05-22 00:39:00
753	22/05/2010 12:14	5	2010	2010	-14.59563	25.60141	SEL	BREEDING	3	2010-05-22 12:14:00
754	23/05/2010 00:24	5	2010	2010	-15.30271	16.18734	SEL	BREEDING	3	2010-05-23 00:24:00
755	23/05/2010 12:34	5	2010	2010	-17.54271	16.11734	SEL	BREEDING	3	2010-05-23 12:34:00
756	24/05/2010 00:20	5	2010	2010	-17.93125	22.23781	SEL	BREEDING	3	2010-05-24 00:20:00
757	24/05/2010 12:31	5	2010	2010	-14.31417	26.55688	SEL	BREEDING	3	2010-05-24 12:31:00
758	25/05/2010 00:33	5	2010	2010	-15.38708	29.82094	SEL	BREEDING	3	2010-05-25 00:33:00
759	25/05/2010 12:13	5	2010	2010	-14.15563	24.71141	SEL	BREEDING	3	2010-05-25 12:13:00
760	26/05/2010 00:10	5	2010	2010	-15.38125	20.27781	SEL	BREEDING	3	2010-05-26 00:10:00
761	26/05/2010 12:33	5	2010	2010	-15.21708	25.56094	SEL	BREEDING	3	2010-05-26 12:33:00
762	27/05/2010 00:33	5	2010	2010	-8.97	30.06	SEL	BREEDING	3	2010-05-27 00:33:00
763	27/05/2010 12:26	5	2010	2010	-13.56708	29.74094	SEL	BREEDING	3	2010-05-27 12:26:00
764	28/05/2010 00:32	5	2010	2010	-15.05708	26.00094	SEL	BREEDING	3	2010-05-28 00:32:00
765	28/05/2010 12:36	5	2010	2010	-16.03708	25.91094	SEL	BREEDING	3	2010-05-28 12:36:00
766	29/05/2010 00:36	5	2010	2010	-15.89708	26.99094	SEL	BREEDING	3	2010-05-29 00:36:00
767	29/05/2010 12:45	5	2010	2010	-13.89563	28.19641	SEL	BREEDING	3	2010-05-29 12:45:00
768	30/05/2010 00:36	5	2010	2010	-9.76	32.11	SEL	BREEDING	3	2010-05-30 00:36:00
769	30/05/2010 12:32	5	2010	2010	-8.61	32.6	SEL	BREEDING	3	2010-05-30 12:32:00
770	31/05/2010 00:36	5	2010	2010	-9.47	30.33	SEL	BREEDING	3	2010-05-31 00:36:00
771	31/05/2010 12:40	5	2010	2010	-10.58	30.45	SEL	BREEDING	3	2010-05-31 12:40:00
772	01/06/2010 00:44	6	2010	2010	-11.43	30.56	SEL	NON-BREEDING	3	2010-06-01 00:44:00
773	01/06/2010 12:29	6	2010	2010	-14.14708	28.85094	SEL	NON-BREEDING	3	2010-06-01 12:29:00
774	02/06/2010 00:29	6	2010	2010	-14.12708	24.74094	SEL	NON-BREEDING	3	2010-06-02 00:29:00
775	02/06/2010 12:34	6	2010	2010	-15.23708	25.37094	SEL	NON-BREEDING	3	2010-06-02 12:34:00
776	03/06/2010 00:39	6	2010	2010	-16.58708	25.07094	SEL	NON-BREEDING	3	2010-06-03 00:39:00
777	03/06/2010 12:43	6	2010	2010	-17.56708	25.01094	SEL	NON-BREEDING	3	2010-06-03 12:43:00
778	04/06/2010 00:35	6	2010	2010	-15.54708	28.06094	SEL	NON-BREEDING	3	2010-06-04 00:35:00
779	04/06/2010 12:40	6	2010	2010	-12.04292	29.48	SEL	NON-BREEDING	3	2010-06-04 12:40:00
780	05/06/2010 00:43	6	2010	2010	-11.15	28.96	SEL	NON-BREEDING	3	2010-06-05 00:43:00
781	05/06/2010 12:45	6	2010	2010	-11.75	29.1	SEL	NON-BREEDING	3	2010-06-05 12:45:00
782	06/06/2010 00:45	6	2010	2010	-11.48	29.84	SEL	NON-BREEDING	3	2010-06-06 00:45:00
783	06/06/2010 12:40	6	2010	2010	-16.55708	30.04094	SEL	NON-BREEDING	3	2010-06-06 12:40:00
784	07/06/2010 00:40	6	2010	2010	-16.53708	28.76094	SEL	NON-BREEDING	3	2010-06-07 00:40:00
785	07/06/2010 12:33	6	2010	2010	-14.30417	26.56687	SEL	NON-BREEDING	3	2010-06-07 12:33:00
786	08/06/2010 00:34	6	2010	2010	-15.11708	25.41094	SEL	NON-BREEDING	3	2010-06-08 00:34:00
787	08/06/2010 12:37	6	2010	2010	-15.84708	25.81094	SEL	NON-BREEDING	3	2010-06-08 12:37:00
788	09/06/2010 00:41	6	2010	2010	-16.69708	25.54094	SEL	NON-BREEDING	3	2010-06-09 00:41:00
789	09/06/2010 12:44	6	2010	2010	-17.41708	25.50094	SEL	NON-BREEDING	3	2010-06-09 12:44:00
790	10/06/2010 00:39	6	2010	2010	-16.26708	27.41094	SEL	NON-BREEDING	3	2010-06-10 00:39:00
791	10/06/2010 12:30	6	2010	2010	-14.11708	26.73094	SEL	NON-BREEDING	3	2010-06-10 12:30:00
792	11/06/2010 00:31	6	2010	2010	-16.21271	25.04734	SEL	NON-BREEDING	3	2010-06-11 00:31:00
793	11/06/2010 12:40	6	2010	2010	-16.31708	25.78094	SEL	NON-BREEDING	3	2010-06-11 12:40:00
794	12/06/2010 00:38	6	2010	2010	-15.79708	28.30094	SEL	NON-BREEDING	3	2010-06-12 00:38:00
795	12/06/2010 12:37	6	2010	2010	-15.64708	28.47094	SEL	NON-BREEDING	3	2010-06-12 12:37:00
796	13/06/2010 00:36	6	2010	2010	-15.36708	28.84094	SEL	NON-BREEDING	3	2010-06-13 00:36:00
797	13/06/2010 12:41	6	2010	2010	-11.98292	29.21	SEL	NON-BREEDING	3	2010-06-13 12:41:00
798	14/06/2010 00:48	6	2010	2010	-13.71292	28.78	SEL	NON-BREEDING	3	2010-06-14 00:48:00
799	14/06/2010 12:47	6	2010	2010	-15.58854	25.86047	SEL	NON-BREEDING	3	2010-06-14 12:47:00
800	15/06/2010 00:44	6	2010	2010	-12.65292	28.32	SEL	NON-BREEDING	3	2010-06-15 00:44:00
801	15/06/2010 12:45	6	2010	2010	-12.75292	28.9	SEL	NON-BREEDING	3	2010-06-15 12:45:00
802	16/06/2010 00:50	6	2010	2010	-14.47563	27.37641	SEL	NON-BREEDING	3	2010-06-16 00:50:00
803	16/06/2010 12:49	6	2010	2010	-18.42708	26.59094	SEL	NON-BREEDING	3	2010-06-16 12:49:00
804	17/06/2010 00:45	6	2010	2010	-17.40708	27.00094	SEL	NON-BREEDING	3	2010-06-17 00:45:00
805	17/06/2010 12:37	6	2010	2010	-15.37708	26.56094	SEL	NON-BREEDING	3	2010-06-17 12:37:00
806	18/06/2010 00:36	6	2010	2010	-14.97708	24.60094	SEL	NON-BREEDING	3	2010-06-18 00:36:00
807	18/06/2010 12:46	6	2010	2010	-17.57708	26.96094	SEL	NON-BREEDING	3	2010-06-18 12:46:00
808	19/06/2010 00:47	6	2010	2010	-13.19292	28.59	SEL	NON-BREEDING	3	2010-06-19 00:47:00
809	19/06/2010 12:26	6	2010	2010	-14.64271	26.22734	SEL	NON-BREEDING	3	2010-06-19 12:26:00
810	20/06/2010 00:33	6	2010	2010	-18.01562	17.45141	SEL	NON-BREEDING	3	2010-06-20 00:33:00
811	20/06/2010 12:43	6	2010	2010	-16.58708	18.98094	SEL	NON-BREEDING	3	2010-06-20 12:43:00
812	21/06/2010 00:34	6	2010	2010	-18.21562	22.64141	SEL	NON-BREEDING	3	2010-06-21 00:34:00
813	21/06/2010 12:45	6	2010	2010	-17.15708	27.34094	SEL	NON-BREEDING	3	2010-06-21 12:45:00
814	22/06/2010 00:49	6	2010	2010	-13.53292	28.56	SEL	NON-BREEDING	3	2010-06-22 00:49:00
815	22/06/2010 12:55	6	2010	2010	-13.25	27.91	SEL	NON-BREEDING	3	2010-06-22 12:55:00
816	23/06/2010 00:55	6	2010	2010	-13.22	29.48	SEL	NON-BREEDING	3	2010-06-23 00:55:00
817	23/06/2010 12:57	6	2010	2010	-13.82	30.06	SEL	NON-BREEDING	3	2010-06-23 12:57:00
818	24/06/2010 01:03	6	2010	2010	-15.04	29.31	SEL	NON-BREEDING	3	2010-06-24 01:03:00
819	24/06/2010 12:56	6	2010	2010	-13.27	27.33	SEL	NON-BREEDING	3	2010-06-24 12:56:00
820	25/06/2010 00:51	6	2010	2010	-15.88854	25.93047	SEL	NON-BREEDING	3	2010-06-25 00:51:00
821	25/06/2010 12:34	6	2010	2010	-14.31708	25.92094	SEL	NON-BREEDING	3	2010-06-25 12:34:00
822	26/06/2010 00:37	6	2010	2010	-16.91271	21.51734	SEL	NON-BREEDING	3	2010-06-26 00:37:00
823	26/06/2010 12:55	6	2010	2010	-19.38708	23.98094	SEL	NON-BREEDING	3	2010-06-26 12:55:00
824	27/06/2010 01:02	6	2010	2010	-14.63	25.76	SEL	NON-BREEDING	3	2010-06-27 01:02:00
825	27/06/2010 12:44	6	2010	2010	-18.46271	22.73734	SEL	NON-BREEDING	3	2010-06-27 12:44:00
826	28/06/2010 00:39	6	2010	2010	-17.31271	19.14734	SEL	NON-BREEDING	3	2010-06-28 00:39:00
827	28/06/2010 12:44	6	2010	2010	-18.53271	21.12734	SEL	NON-BREEDING	3	2010-06-28 12:44:00
828	29/06/2010 00:40	6	2010	2010	-17.38271	23.73734	SEL	NON-BREEDING	3	2010-06-29 00:40:00
829	29/06/2010 12:28	6	2010	2010	-14.61271	22.35734	SEL	NON-BREEDING	3	2010-06-29 12:28:00
830	30/06/2010 00:32	6	2010	2010	-15.46271	18.23734	SEL	NON-BREEDING	3	2010-06-30 00:32:00
831	30/06/2010 12:38	6	2010	2010	-16.93271	19.25734	SEL	NON-BREEDING	3	2010-06-30 12:38:00
832	01/07/2010 00:34	7	2010	2010	-17.56563	20.38141	SEL	NON-BREEDING	3	2010-07-01 00:34:00
833	01/07/2010 12:31	7	2010	2010	-15.26271	22.47734	SEL	NON-BREEDING	3	2010-07-01 12:31:00
834	02/07/2010 00:37	7	2010	2010	-18.51562	18.99141	SEL	NON-BREEDING	3	2010-07-02 00:37:00
835	02/07/2010 12:50	7	2010	2010	-17.96708	21.28094	SEL	NON-BREEDING	3	2010-07-02 12:50:00
836	03/07/2010 00:45	7	2010	2010	-16.56708	26.12094	SEL	NON-BREEDING	3	2010-07-03 00:45:00
837	03/07/2010 12:34	7	2010	2010	-13.79708	24.84094	SEL	NON-BREEDING	3	2010-07-03 12:34:00
838	04/07/2010 00:34	7	2010	2010	-17.67563	21.07141	SEL	NON-BREEDING	3	2010-07-04 00:34:00
839	04/07/2010 12:19	7	2010	2010	-15.77125	18.70781	SEL	NON-BREEDING	3	2010-07-04 12:19:00
840	05/07/2010 00:24	7	2010	2010	-15.00563	11.64141	SEL	NON-BREEDING	3	2010-07-05 00:24:00
841	05/07/2010 12:50	7	2010	2010	-17.82708	17.52094	SEL	NON-BREEDING	3	2010-07-05 12:50:00
842	06/07/2010 00:56	7	2010	2010	-19.05708	23.46094	SEL	NON-BREEDING	3	2010-07-06 00:56:00
843	06/07/2010 12:44	7	2010	2010	-18.16271	21.16734	SEL	NON-BREEDING	3	2010-07-06 12:44:00
844	07/07/2010 00:34	7	2010	2010	-17.42563	19.13141	SEL	NON-BREEDING	3	2010-07-07 00:34:00
845	07/07/2010 12:39	7	2010	2010	-16.87271	23.69734	SEL	NON-BREEDING	3	2010-07-07 12:39:00
846	08/07/2010 00:44	7	2010	2010	-17.97271	23.98734	SEL	NON-BREEDING	3	2010-07-08 00:44:00
847	08/07/2010 12:28	7	2010	2010	-17.98125	19.30781	SEL	NON-BREEDING	3	2010-07-08 12:28:00
848	09/07/2010 00:26	7	2010	2010	-17.46125	15.14781	SEL	NON-BREEDING	3	2010-07-09 00:26:00
849	09/07/2010 12:41	7	2010	2010	-17.29271	19.94734	SEL	NON-BREEDING	3	2010-07-09 12:41:00
850	10/07/2010 00:35	7	2010	2010	-13.65708	24.85094	SEL	NON-BREEDING	3	2010-07-10 00:35:00
851	10/07/2010 12:45	7	2010	2010	-16.13708	28.06094	SEL	NON-BREEDING	3	2010-07-10 12:45:00
852	11/07/2010 00:48	7	2010	2010	-12.39292	29.22	SEL	NON-BREEDING	3	2010-07-11 00:48:00
853	11/07/2010 12:43	7	2010	2010	-15.59708	28.21094	SEL	NON-BREEDING	3	2010-07-11 12:43:00
854	12/07/2010 00:43	7	2010	2010	-15.70708	26.73094	SEL	NON-BREEDING	3	2010-07-12 00:43:00
855	12/07/2010 12:43	7	2010	2010	-15.69708	26.81094	SEL	NON-BREEDING	3	2010-07-12 12:43:00
856	13/07/2010 00:43	7	2010	2010	-15.67708	26.89094	SEL	NON-BREEDING	3	2010-07-13 00:43:00
857	13/07/2010 12:45	7	2010	2010	-16.03708	27.20094	SEL	NON-BREEDING	3	2010-07-13 12:45:00
858	14/07/2010 00:49	7	2010	2010	-17.27708	26.36094	SEL	NON-BREEDING	3	2010-07-14 00:49:00
859	14/07/2010 12:49	7	2010	2010	-17.13708	25.27094	SEL	NON-BREEDING	3	2010-07-14 12:49:00
860	15/07/2010 00:45	7	2010	2010	-16.24708	26.53094	SEL	NON-BREEDING	3	2010-07-15 00:45:00
861	15/07/2010 12:45	7	2010	2010	-16.23708	27.08094	SEL	NON-BREEDING	3	2010-07-15 12:45:00
862	16/07/2010 00:42	7	2010	2010	-15.34708	28.32094	SEL	NON-BREEDING	3	2010-07-16 00:42:00
863	16/07/2010 12:55	7	2010	2010	-12.1	30.17	SEL	NON-BREEDING	3	2010-07-16 12:55:00
864	17/07/2010 01:03	7	2010	2010	-14.22	30.91	SEL	NON-BREEDING	3	2010-07-17 01:03:00
865	17/07/2010 13:09	7	2010	2010	-15.83	30.8	SEL	NON-BREEDING	3	2010-07-17 13:09:00
866	18/07/2010 01:13	7	2010	2010	-16.82	31.74	SEL	NON-BREEDING	3	2010-07-18 01:13:00
867	18/07/2010 13:21	7	2010	2010	-18.81	32.26	SEL	NON-BREEDING	3	2010-07-18 13:21:00
868	19/07/2010 01:35	7	2010	2010	-22.3	31.14	SEL	NON-BREEDING	3	2010-07-19 01:35:00
869	19/07/2010 13:39	7	2010	2010	-23.04	29.1	SEL	NON-BREEDING	3	2010-07-19 13:39:00
870	20/07/2010 01:36	7	2010	2010	-22.54	30.52	SEL	NON-BREEDING	3	2010-07-20 01:36:00
871	20/07/2010 13:42	7	2010	2010	-23.9	32.12	SEL	NON-BREEDING	3	2010-07-20 13:42:00
872	21/07/2010 01:45	7	2010	2010	-24.65	32.66	SEL	NON-BREEDING	3	2010-07-21 01:45:00
873	21/07/2010 13:39	7	2010	2010	-23.02	31.32	SEL	NON-BREEDING	3	2010-07-21 13:39:00
874	22/07/2010 01:57	7	2010	2010	-25.79	37.34	SEL	NON-BREEDING	3	2010-07-22 01:57:00
875	22/07/2010 13:58	7	2010	2010	-25.91	33.5	SEL	NON-BREEDING	3	2010-07-22 13:58:00
876	23/07/2010 01:53	7	2010	2010	-24.78	34.96	SEL	NON-BREEDING	3	2010-07-23 01:53:00
877	23/07/2010 14:18	7	2010	2010	-32.87	28.47	SEL	NON-BREEDING	3	2010-07-23 14:18:00
878	24/07/2010 02:13	7	2010	2010	-31.62	35.87	SEL	NON-BREEDING	3	2010-07-24 02:13:00
879	24/07/2010 14:10	7	2010	2010	-30.74	36.21	SEL	NON-BREEDING	3	2010-07-24 14:10:00
880	25/07/2010 02:15	7	2010	2010	-31.99	34.38	SEL	NON-BREEDING	3	2010-07-25 02:15:00
881	25/07/2010 14:14	7	2010	2010	-31.86	33.49	SEL	NON-BREEDING	3	2010-07-25 14:14:00
882	26/07/2010 02:14	7	2010	2010	-31.74	33.85	SEL	NON-BREEDING	3	2010-07-26 02:14:00
883	26/07/2010 14:26	7	2010	2010	-34.74	36.04	SEL	NON-BREEDING	3	2010-07-26 14:26:00
884	27/07/2010 02:29	7	2010	2010	-35.49	38.12	SEL	NON-BREEDING	3	2010-07-27 02:29:00
885	27/07/2010 14:22	7	2010	2010	-33.99	37.15	SEL	NON-BREEDING	3	2010-07-27 14:22:00
886	28/07/2010 02:29	7	2010	2010	-35.74	34.06	SEL	NON-BREEDING	3	2010-07-28 02:29:00
887	28/07/2010 14:28	7	2010	2010	-35.49	32.91	SEL	NON-BREEDING	3	2010-07-28 14:28:00
888	29/07/2010 02:23	7	2010	2010	-34.25	33.95	SEL	NON-BREEDING	3	2010-07-29 02:23:00
889	29/07/2010 14:11	7	2010	2010	-31.13	32.56	SEL	NON-BREEDING	3	2010-07-29 14:11:00
890	30/07/2010 02:16	7	2010	2010	-32.51	27.61	SEL	NON-BREEDING	3	2010-07-30 02:16:00
891	30/07/2010 14:19	7	2010	2010	-33.14	27.5	SEL	NON-BREEDING	3	2010-07-30 14:19:00
892	31/07/2010 02:14	7	2010	2010	-31.89	29.72	SEL	NON-BREEDING	3	2010-07-31 02:14:00
893	31/07/2010 14:06	7	2010	2010	-30.02	29.12	SEL	NON-BREEDING	3	2010-07-31 14:06:00
894	01/08/2010 02:09	8	2010	2010	-30.53	26.65	SEL	NON-BREEDING	3	2010-08-01 02:09:00
895	01/08/2010 14:18	8	2010	2010	-33.04	28.43	SEL	NON-BREEDING	3	2010-08-01 14:18:00
896	02/08/2010 02:15	8	2010	2010	-32.05	32.63	SEL	NON-BREEDING	3	2010-08-02 02:15:00
897	02/08/2010 14:14	8	2010	2010	-31.93	33.53	SEL	NON-BREEDING	3	2010-08-02 14:14:00
898	03/08/2010 02:16	8	2010	2010	-32.56	33.01	SEL	NON-BREEDING	3	2010-08-03 02:16:00
899	03/08/2010 14:20	8	2010	2010	-33.45	33.44	SEL	NON-BREEDING	3	2010-08-03 14:20:00
900	04/08/2010 02:15	8	2010	2010	-32.21	35.95	SEL	NON-BREEDING	3	2010-08-04 02:15:00
901	04/08/2010 14:14	8	2010	2010	-31.85	36.82	SEL	NON-BREEDING	3	2010-08-04 14:14:00
902	05/08/2010 02:18	8	2010	2010	-32.98	35.46	SEL	NON-BREEDING	3	2010-08-05 02:18:00
903	05/08/2010 14:17	8	2010	2010	-32.75	34.73	SEL	NON-BREEDING	3	2010-08-05 14:17:00
904	06/08/2010 02:18	8	2010	2010	-33.01	33.98	SEL	NON-BREEDING	3	2010-08-06 02:18:00
905	06/08/2010 14:00	8	2010	2010	-28.65	30.3	SEL	NON-BREEDING	3	2010-08-06 14:00:00
906	07/08/2010 01:59	8	2010	2010	-26.44	38.16	SEL	NON-BREEDING	3	2010-08-07 01:59:00
907	07/08/2010 14:06	8	2010	2010	-30.18	27.28	SEL	NON-BREEDING	3	2010-08-07 14:06:00
908	08/08/2010 02:06	8	2010	2010	-30.19	29.82	SEL	NON-BREEDING	3	2010-08-08 02:06:00
909	08/08/2010 14:04	8	2010	2010	-29.71	29.46	SEL	NON-BREEDING	3	2010-08-08 14:04:00
910	09/08/2010 02:04	8	2010	2010	-29.6	29.38	SEL	NON-BREEDING	3	2010-08-09 02:04:00
911	09/08/2010 14:04	8	2010	2010	-29.62	29.6	SEL	NON-BREEDING	3	2010-08-09 14:04:00
912	10/08/2010 02:04	8	2010	2010	-29.76	29.53	SEL	NON-BREEDING	3	2010-08-10 02:04:00
913	10/08/2010 14:09	8	2010	2010	-30.78	30.93	SEL	NON-BREEDING	3	2010-08-10 14:09:00
914	11/08/2010 02:23	8	2010	2010	-34.43	27.22	SEL	NON-BREEDING	3	2010-08-11 02:23:00
915	11/08/2010 14:27	8	2010	2010	-35.26943408	32.20478094	SEL	NON-BREEDING	3	2010-08-11 14:27:00
916	12/08/2010 02:17	8	2010	2010	-33.09	30.46	SEL	NON-BREEDING	3	2010-08-12 02:17:00
917	12/08/2010 14:13	8	2010	2010	-31.99	32.18	SEL	NON-BREEDING	3	2010-08-12 14:13:00
918	13/08/2010 02:09	8	2010	2010	-30.88	32.14	SEL	NON-BREEDING	3	2010-08-13 02:09:00
919	13/08/2010 14:11	8	2010	2010	-31.41	34.12	SEL	NON-BREEDING	3	2010-08-13 14:11:00
920	14/08/2010 02:44	8	2010	2010	-39.62943408	30.42478094	SEL	NON-BREEDING	3	2010-08-14 02:44:00
921	15/08/2010 14:26	8	2010	2010	-35.19943408	33.31478094	SEL	NON-BREEDING	3	2010-08-15 14:26:00
922	16/08/2010 02:16	8	2010	2010	-33.03	39.25	SEL	NON-BREEDING	3	2010-08-16 02:16:00
923	16/08/2010 14:07	8	2010	2010	-30.68	39.79	SEL	NON-BREEDING	3	2010-08-16 14:07:00
924	26/02/2010 01:00	2	2010	2010	-11.63	33.41	SEL	BREEDING	4	2010-02-26 01:00:00
925	26/02/2010 12:56	2	2010	2010	-10.65	34.13	SEL	BREEDING	4	2010-02-26 12:56:00
926	27/02/2010 00:56	2	2010	2010	-10.79	38.49	SEL	BREEDING	4	2010-02-27 00:56:00
927	27/02/2010 12:54	2	2010	2010	-10.32	40.73	SEL	BREEDING	4	2010-02-27 12:54:00
928	28/02/2010 00:51	2	2010	2010	-9.59	40.24	SEL	BREEDING	4	2010-02-28 00:51:00
929	28/02/2010 12:53	2	2010	2010	-10.11	38.2	SEL	BREEDING	4	2010-02-28 12:53:00
930	01/03/2010 00:48	3	2010	2010	-8.88	32.52	SEL	BREEDING	4	2010-03-01 00:48:00
931	01/03/2010 12:43	3	2010	2010	-7.53	34.27	SEL	BREEDING	4	2010-03-01 12:43:00
932	02/03/2010 00:45	3	2010	2010	-8.06	41.98	SEL	BREEDING	4	2010-03-02 00:45:00
933	02/03/2010 12:44	3	2010	2010	-7.96	45.44	SEL	BREEDING	4	2010-03-02 12:44:00
934	03/03/2010 00:45	3	2010	2010	-8.36	47.42	SEL	BREEDING	4	2010-03-03 00:45:00
935	03/03/2010 12:45	3	2010	2010	-8.39	50.18	SEL	BREEDING	4	2010-03-03 12:45:00
936	04/03/2010 00:39	3	2010	2010	-6.79	46.03	SEL	BREEDING	4	2010-03-04 00:39:00
937	04/03/2010 12:44	3	2010	2010	-8.06	37.82	SEL	BREEDING	4	2010-03-04 12:44:00
938	05/03/2010 00:50	3	2010	2010	-9.72	40.22	SEL	BREEDING	4	2010-03-05 00:50:00
939	06/03/2010 12:48	3	2010	2010	-9.3	51.34	SEL	BREEDING	4	2010-03-06 12:48:00
940	07/03/2010 00:54	3	2010	2010	-10.71	47.99	SEL	BREEDING	4	2010-03-07 00:54:00
941	07/03/2010 13:04	3	2010	2010	-13.24	45.13	SEL	BREEDING	4	2010-03-07 13:04:00
942	14/03/2010 01:03	3	2010	2010	-13.41	30.87	SEL	BREEDING	4	2010-03-14 01:03:00
943	27/03/2010 01:04	3	2010	2010	-14.61	27.5	SEL	BREEDING	4	2010-03-27 01:04:00
944	27/03/2010 13:05	3	2010	2010	-14.77	32.52	SEL	BREEDING	4	2010-03-27 13:05:00
945	28/03/2010 01:06	3	2010	2010	-15.06	31.42	SEL	BREEDING	4	2010-03-28 01:06:00
946	28/03/2010 13:05	3	2010	2010	-14.85	25.69	SEL	BREEDING	4	2010-03-28 13:05:00
947	29/03/2010 01:03	3	2010	2010	-14.39	27.16	SEL	BREEDING	4	2010-03-29 01:03:00
948	29/03/2010 13:07	3	2010	2010	-15.55	33.41	SEL	BREEDING	4	2010-03-29 13:07:00
949	30/03/2010 01:08	3	2010	2010	-15.71	35.09	SEL	BREEDING	4	2010-03-30 01:08:00
950	30/03/2010 13:06	3	2010	2010	-15.25	32.47	SEL	BREEDING	4	2010-03-30 13:06:00
951	31/03/2010 01:03	3	2010	2010	-14.54	33.31	SEL	BREEDING	4	2010-03-31 01:03:00
952	31/03/2010 12:59	3	2010	2010	-13.7	31.63	SEL	BREEDING	4	2010-03-31 12:59:00
953	02/04/2010 13:06	4	2010	2010	-15.47	9.2	SEL	BREEDING	4	2010-04-02 13:06:00
954	03/04/2010 01:03	4	2010	2010	-18.95	15.155	SEL	BREEDING	4	2010-04-03 01:03:00
955	03/04/2010 13:05	4	2010	2010	-17.855	18.78875	SEL	BREEDING	4	2010-04-03 13:05:00
956	04/04/2010 01:03	4	2010	2010	-17.395	22.00875	SEL	BREEDING	4	2010-04-04 01:03:00
957	04/04/2010 13:00	4	2010	2010	-18.43	20.615	SEL	BREEDING	4	2010-04-04 13:00:00
958	05/04/2010 00:56	4	2010	2010	-17.47	21.845	SEL	BREEDING	4	2010-04-05 00:56:00
