Id,Dategmt,Longitude,Latitude,Bird_id
293,2018-08-23 05:43:00,-34.897625,45.146076,L078288
294,2018-08-23 05:53:00,-34.895924,45.14576,L078288
295,2018-08-23 06:04:00,-34.893898,45.145348,L078288
296,2018-08-23 06:14:00,-34.892273,45.144901,L078288
297,2018-08-23 06:24:00,-34.890736,45.144562,L078288
298,2018-08-23 06:34:00,-34.889053,45.144135,L078288
299,2018-08-23 06:44:00,-34.886761,45.143738,L078288
300,2018-08-23 06:54:00,-34.863312,45.147278,L078288
301,2018-08-23 07:04:00,-34.806995,45.160145,L078288
302,2018-08-23 07:15:00,-34.781452,45.165756,L078288
303,2018-08-23 07:25:00,-34.764618,45.168068,L078288
304,2018-08-23 07:35:00,-34.765862,45.149063,L078288
305,2018-08-23 07:46:00,-34.804592,45.131794,L078288
306,2018-08-23 07:56:00,-34.828133,45.11657,L078288
307,2018-08-23 08:07:00,-34.861088,45.094936,L078288
308,2018-08-23 08:17:00,-34.880867,45.091408,L078288
309,2018-08-23 08:27:00,-34.900085,45.104809,L078288
310,2018-08-23 08:38:00,-34.901951,45.110329,L078288
311,2018-08-23 08:52:00,-34.912548,45.11829,L078288
312,2018-08-23 09:02:00,-34.909531,45.119907,L078288
313,2018-08-23 09:12:00,-34.909599,45.119938,L078288
314,2018-08-23 09:22:00,-34.908802,45.118614,L078288
315,2018-08-23 09:32:00,-34.907822,45.117386,L078288
316,2018-08-23 09:42:00,-34.907078,45.116055,L078288
317,2018-08-23 09:52:00,-34.910294,45.113857,L078288
318,2018-08-23 10:02:00,-34.933514,45.129116,L078288
319,2018-08-23 10:13:00,-34.998096,45.142876,L078288
320,2018-08-23 10:23:00,-35.036873,45.138294,L078288
321,2018-08-23 10:33:00,-35.010857,45.128815,L078288
322,2018-08-23 10:43:00,-35.010315,45.128342,L078288
323,2018-08-23 10:53:00,-34.958492,45.125053,L078288
324,2018-08-23 11:03:00,-34.88475,45.138935,L078288
325,2018-08-23 11:14:00,-34.843002,45.166897,L078288
326,2018-08-23 11:26:00,-34.848076,45.169178,L078288
327,2018-08-23 11:36:00,-34.852539,45.184521,L078288
328,2018-08-23 11:47:00,-34.85313,45.184494,L078288
329,2018-08-23 11:57:00,-34.853783,45.207005,L078288
330,2018-08-23 12:07:00,-34.8531,45.219948,L078288
331,2018-08-23 12:17:00,-34.854725,45.220268,L078288
332,2018-08-23 12:27:00,-34.856213,45.220596,L078288
333,2018-08-23 12:38:00,-34.858009,45.220909,L078288
334,2018-08-23 12:48:00,-34.859421,45.221569,L078288
335,2018-08-23 12:58:00,-34.86063,45.222412,L078288
336,2018-08-23 13:08:00,-34.86171,45.223278,L078288
337,2018-08-23 13:19:00,-34.862457,45.224464,L078288
338,2018-08-23 13:29:00,-34.863075,45.225716,L078288
339,2018-08-23 13:39:00,-34.863476,45.227047,L078288
340,2018-08-23 13:49:00,-34.863811,45.228508,L078288
341,2018-08-23 14:00:00,-34.864964,45.229813,L078288
342,2018-08-23 14:10:00,-34.865242,45.231392,L078288
343,2018-08-23 14:20:00,-34.832985,45.252563,L078288
344,2018-08-23 14:30:00,-34.767906,45.274208,L078288
345,2018-08-23 14:40:00,-34.694351,45.293854,L078288
346,2018-08-23 14:50:00,-34.624275,45.311192,L078288
347,2018-08-23 15:00:00,-34.623116,45.312195,L078288
348,2018-08-23 15:10:00,-34.621899,45.313488,L078288
349,2018-08-23 15:20:00,-34.620918,45.314655,L078288
